"TIME","GEO","UNIT","SEX","AGE","Value"
"2020W37","Békés","Number","Total","90 years or over","14"
"2020W38","Békés","Number","Total","90 years or over",":"
"2020W39","Békés","Number","Total","90 years or over",":"
"2020W40","Békés","Number","Total","90 years or over",":"
"2020W41","Békés","Number","Total","90 years or over",":"
"2020W99","Békés","Number","Total","90 years or over",":"
"2020W28","Csongrád","Number","Total","90 years or over","8"
"2020W29","Csongrád","Number","Total","90 years or over","12"
"2020W30","Csongrád","Number","Total","90 years or over","8"
"2020W31","Csongrád","Number","Total","90 years or over","10"
"2020W32","Csongrád","Number","Total","90 years or over","10"
"2020W33","Csongrád","Number","Total","90 years or over","9"
"2020W34","Csongrád","Number","Total","90 years or over","9"
"2020W35","Csongrád","Number","Total","90 years or over","1"
"2020W36","Csongrád","Number","Total","90 years or over","10"
"2020W37","Csongrád","Number","Total","90 years or over","16"
"2020W38","Csongrád","Number","Total","90 years or over",":"
"2020W39","Csongrád","Number","Total","90 years or over",":"
"2020W40","Csongrád","Number","Total","90 years or over",":"
"2020W41","Csongrád","Number","Total","90 years or over",":"
"2020W99","Csongrád","Number","Total","90 years or over",":"
"2020W28","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W29","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W30","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W31","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W32","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W33","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W34","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W35","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W36","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W37","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W38","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W39","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W40","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W41","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W99","Not regionalised / Unknown NUTS 1","Number","Total","90 years or over",":"
"2020W28","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W29","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W30","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W31","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W32","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W33","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W34","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W35","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W36","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W37","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W38","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W39","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W40","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W41","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W99","Not regionalised / Unknown NUTS 2","Number","Total","90 years or over",":"
"2020W28","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W29","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W30","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W31","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W32","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W33","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W34","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W35","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W36","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W37","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W38","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W39","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W40","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W41","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W99","Not regionalised / Unknown NUTS 3","Number","Total","90 years or over",":"
"2020W28","Malta","Number","Total","90 years or over","10"
"2020W29","Malta","Number","Total","90 years or over","9"
"2020W30","Malta","Number","Total","90 years or over","12"
"2020W31","Malta","Number","Total","90 years or over","5"
"2020W32","Malta","Number","Total","90 years or over","13"
"2020W33","Malta","Number","Total","90 years or over","14"
"2020W34","Malta","Number","Total","90 years or over","16"
"2020W35","Malta","Number","Total","90 years or over","8"
"2020W36","Malta","Number","Total","90 years or over","10"
"2020W37","Malta","Number","Total","90 years or over",":"
"2020W38","Malta","Number","Total","90 years or over",":"
"2020W39","Malta","Number","Total","90 years or over",":"
"2020W40","Malta","Number","Total","90 years or over",":"
"2020W41","Malta","Number","Total","90 years or over",":"
"2020W99","Malta","Number","Total","90 years or over",":"
"2020W28","Malta","Number","Total","90 years or over","10"
"2020W29","Malta","Number","Total","90 years or over","9"
"2020W30","Malta","Number","Total","90 years or over","12"
"2020W31","Malta","Number","Total","90 years or over","5"
"2020W32","Malta","Number","Total","90 years or over","15"
"2020W33","Malta","Number","Total","90 years or over","17"
"2020W34","Malta","Number","Total","90 years or over","16"
"2020W35","Malta","Number","Total","90 years or over","8"
"2020W36","Malta","Number","Total","90 years or over","10"
"2020W37","Malta","Number","Total","90 years or over",":"
"2020W38","Malta","Number","Total","90 years or over",":"
"2020W39","Malta","Number","Total","90 years or over",":"
"2020W40","Malta","Number","Total","90 years or over",":"
"2020W41","Malta","Number","Total","90 years or over",":"
"2020W99","Malta","Number","Total","90 years or over",":"
"2020W28","Malta","Number","Total","90 years or over","10"
"2020W29","Malta","Number","Total","90 years or over","9"
"2020W30","Malta","Number","Total","90 years or over","12"
"2020W31","Malta","Number","Total","90 years or over","5"
"2020W32","Malta","Number","Total","90 years or over","15"
"2020W33","Malta","Number","Total","90 years or over","17"
"2020W34","Malta","Number","Total","90 years or over","16"
"2020W35","Malta","Number","Total","90 years or over","8"
"2020W36","Malta","Number","Total","90 years or over","10"
"2020W37","Malta","Number","Total","90 years or over",":"
"2020W38","Malta","Number","Total","90 years or over",":"
"2020W39","Malta","Number","Total","90 years or over",":"
"2020W40","Malta","Number","Total","90 years or over",":"
"2020W41","Malta","Number","Total","90 years or over",":"
"2020W99","Malta","Number","Total","90 years or over",":"
"2020W28","Netherlands","Number","Total","90 years or over","561"
"2020W29","Netherlands","Number","Total","90 years or over","526"
"2020W30","Netherlands","Number","Total","90 years or over",":"
"2020W31","Netherlands","Number","Total","90 years or over",":"
"2020W32","Netherlands","Number","Total","90 years or over",":"
"2020W33","Netherlands","Number","Total","90 years or over",":"
"2020W34","Netherlands","Number","Total","90 years or over",":"
"2020W35","Netherlands","Number","Total","90 years or over",":"
"2020W36","Netherlands","Number","Total","90 years or over",":"
"2020W37","Netherlands","Number","Total","90 years or over",":"
"2020W38","Netherlands","Number","Total","90 years or over",":"
"2020W39","Netherlands","Number","Total","90 years or over",":"
"2020W40","Netherlands","Number","Total","90 years or over",":"
"2020W41","Netherlands","Number","Total","90 years or over",":"
"2020W99","Netherlands","Number","Total","90 years or over",":"
"2020W28","Noord-Nederland","Number","Total","90 years or over","57"
"2020W29","Noord-Nederland","Number","Total","90 years or over","59"
"2020W30","Noord-Nederland","Number","Total","90 years or over",":"
"2020W31","Noord-Nederland","Number","Total","90 years or over",":"
"2020W32","Noord-Nederland","Number","Total","90 years or over",":"
"2020W33","Noord-Nederland","Number","Total","90 years or over",":"
"2020W34","Noord-Nederland","Number","Total","90 years or over",":"
"2020W35","Noord-Nederland","Number","Total","90 years or over",":"
"2020W36","Noord-Nederland","Number","Total","90 years or over",":"
"2020W37","Noord-Nederland","Number","Total","90 years or over",":"
"2020W38","Noord-Nederland","Number","Total","90 years or over",":"
"2020W39","Noord-Nederland","Number","Total","90 years or over",":"
"2020W40","Noord-Nederland","Number","Total","90 years or over",":"
"2020W41","Noord-Nederland","Number","Total","90 years or over",":"
"2020W99","Noord-Nederland","Number","Total","90 years or over",":"
"2020W28","Groningen","Number","Total","90 years or over","15"
"2020W29","Groningen","Number","Total","90 years or over","15"
"2020W30","Groningen","Number","Total","90 years or over",":"
"2020W31","Groningen","Number","Total","90 years or over",":"
"2020W32","Groningen","Number","Total","90 years or over",":"
"2020W33","Groningen","Number","Total","90 years or over",":"
"2020W34","Groningen","Number","Total","90 years or over",":"
"2020W35","Groningen","Number","Total","90 years or over",":"
"2020W36","Groningen","Number","Total","90 years or over",":"
"2020W37","Groningen","Number","Total","90 years or over",":"
"2020W38","Groningen","Number","Total","90 years or over",":"
"2020W39","Groningen","Number","Total","90 years or over",":"
"2020W40","Groningen","Number","Total","90 years or over",":"
"2020W41","Groningen","Number","Total","90 years or over",":"
"2020W99","Groningen","Number","Total","90 years or over",":"
"2020W28","Oost-Groningen","Number","Total","90 years or over","3"
"2020W29","Oost-Groningen","Number","Total","90 years or over","2"
"2020W30","Oost-Groningen","Number","Total","90 years or over",":"
"2020W31","Oost-Groningen","Number","Total","90 years or over",":"
"2020W32","Oost-Groningen","Number","Total","90 years or over",":"
"2020W33","Oost-Groningen","Number","Total","90 years or over",":"
"2020W34","Oost-Groningen","Number","Total","90 years or over",":"
"2020W35","Oost-Groningen","Number","Total","90 years or over",":"
"2020W36","Oost-Groningen","Number","Total","90 years or over",":"
"2020W37","Oost-Groningen","Number","Total","90 years or over",":"
"2020W38","Oost-Groningen","Number","Total","90 years or over",":"
"2020W39","Oost-Groningen","Number","Total","90 years or over",":"
"2020W40","Oost-Groningen","Number","Total","90 years or over",":"
"2020W41","Oost-Groningen","Number","Total","90 years or over",":"
"2020W99","Oost-Groningen","Number","Total","90 years or over",":"
"2020W28","Delfzijl en omgeving","Number","Total","90 years or over","1"
"2020W29","Delfzijl en omgeving","Number","Total","90 years or over","0"
"2020W30","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W31","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W32","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W33","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W34","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W35","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W36","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W37","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W38","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W39","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W40","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W41","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W99","Delfzijl en omgeving","Number","Total","90 years or over",":"
"2020W28","Overig Groningen","Number","Total","90 years or over","11"
"2020W29","Overig Groningen","Number","Total","90 years or over","13"
"2020W30","Overig Groningen","Number","Total","90 years or over",":"
"2020W31","Overig Groningen","Number","Total","90 years or over",":"
"2020W32","Overig Groningen","Number","Total","90 years or over",":"
"2020W33","Overig Groningen","Number","Total","90 years or over",":"
"2020W34","Overig Groningen","Number","Total","90 years or over",":"
"2020W35","Overig Groningen","Number","Total","90 years or over",":"
"2020W36","Overig Groningen","Number","Total","90 years or over",":"
"2020W37","Overig Groningen","Number","Total","90 years or over",":"
"2020W38","Overig Groningen","Number","Total","90 years or over",":"
"2020W39","Overig Groningen","Number","Total","90 years or over",":"
"2020W40","Overig Groningen","Number","Total","90 years or over",":"
"2020W41","Overig Groningen","Number","Total","90 years or over",":"
"2020W99","Overig Groningen","Number","Total","90 years or over",":"
"2020W28","Friesland (NL)","Number","Total","90 years or over","20"
"2020W29","Friesland (NL)","Number","Total","90 years or over","23"
"2020W30","Friesland (NL)","Number","Total","90 years or over",":"
"2020W31","Friesland (NL)","Number","Total","90 years or over",":"
"2020W32","Friesland (NL)","Number","Total","90 years or over",":"
"2020W33","Friesland (NL)","Number","Total","90 years or over",":"
"2020W34","Friesland (NL)","Number","Total","90 years or over",":"
"2020W35","Friesland (NL)","Number","Total","90 years or over",":"
"2020W36","Friesland (NL)","Number","Total","90 years or over",":"
"2020W37","Friesland (NL)","Number","Total","90 years or over",":"
"2020W38","Friesland (NL)","Number","Total","90 years or over",":"
"2020W39","Friesland (NL)","Number","Total","90 years or over",":"
"2020W40","Friesland (NL)","Number","Total","90 years or over",":"
"2020W41","Friesland (NL)","Number","Total","90 years or over",":"
"2020W99","Friesland (NL)","Number","Total","90 years or over",":"
"2020W28","Noord-Friesland","Number","Total","90 years or over","11"
"2020W29","Noord-Friesland","Number","Total","90 years or over","10"
"2020W30","Noord-Friesland","Number","Total","90 years or over",":"
"2020W31","Noord-Friesland","Number","Total","90 years or over",":"
"2020W32","Noord-Friesland","Number","Total","90 years or over",":"
"2020W33","Noord-Friesland","Number","Total","90 years or over",":"
"2020W34","Noord-Friesland","Number","Total","90 years or over",":"
"2020W35","Noord-Friesland","Number","Total","90 years or over",":"
"2020W36","Noord-Friesland","Number","Total","90 years or over",":"
"2020W37","Noord-Friesland","Number","Total","90 years or over",":"
"2020W38","Noord-Friesland","Number","Total","90 years or over",":"
"2020W39","Noord-Friesland","Number","Total","90 years or over",":"
"2020W40","Noord-Friesland","Number","Total","90 years or over",":"
"2020W41","Noord-Friesland","Number","Total","90 years or over",":"
"2020W99","Noord-Friesland","Number","Total","90 years or over",":"
"2020W28","Zuidwest-Friesland","Number","Total","90 years or over","3"
"2020W29","Zuidwest-Friesland","Number","Total","90 years or over","7"
"2020W30","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W31","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W32","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W33","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W34","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W35","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W36","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W37","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W38","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W39","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W40","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W41","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W99","Zuidwest-Friesland","Number","Total","90 years or over",":"
"2020W28","Zuidoost-Friesland","Number","Total","90 years or over","6"
"2020W29","Zuidoost-Friesland","Number","Total","90 years or over","6"
"2020W30","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W31","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W32","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W33","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W34","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W35","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W36","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W37","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W38","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W39","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W40","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W41","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W99","Zuidoost-Friesland","Number","Total","90 years or over",":"
"2020W28","Drenthe","Number","Total","90 years or over","22"
"2020W29","Drenthe","Number","Total","90 years or over","21"
"2020W30","Drenthe","Number","Total","90 years or over",":"
"2020W31","Drenthe","Number","Total","90 years or over",":"
"2020W32","Drenthe","Number","Total","90 years or over",":"
"2020W33","Drenthe","Number","Total","90 years or over",":"
"2020W34","Drenthe","Number","Total","90 years or over",":"
"2020W35","Drenthe","Number","Total","90 years or over",":"
"2020W36","Drenthe","Number","Total","90 years or over",":"
"2020W37","Drenthe","Number","Total","90 years or over",":"
"2020W38","Drenthe","Number","Total","90 years or over",":"
"2020W39","Drenthe","Number","Total","90 years or over",":"
"2020W40","Drenthe","Number","Total","90 years or over",":"
"2020W41","Drenthe","Number","Total","90 years or over",":"
"2020W99","Drenthe","Number","Total","90 years or over",":"
"2020W28","Noord-Drenthe","Number","Total","90 years or over","9"
"2020W29","Noord-Drenthe","Number","Total","90 years or over","11"
"2020W30","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W31","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W32","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W33","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W34","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W35","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W36","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W37","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W38","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W39","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W40","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W41","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W99","Noord-Drenthe","Number","Total","90 years or over",":"
"2020W28","Zuidoost-Drenthe","Number","Total","90 years or over","5"
"2020W29","Zuidoost-Drenthe","Number","Total","90 years or over","4"
"2020W30","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W31","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W32","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W33","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W34","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W35","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W36","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W37","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W38","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W39","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W40","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W41","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W99","Zuidoost-Drenthe","Number","Total","90 years or over",":"
"2020W28","Zuidwest-Drenthe","Number","Total","90 years or over","8"
"2020W29","Zuidwest-Drenthe","Number","Total","90 years or over","6"
"2020W30","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W31","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W32","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W33","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W34","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W35","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W36","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W37","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W38","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W39","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W40","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W41","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W99","Zuidwest-Drenthe","Number","Total","90 years or over",":"
"2020W28","Oost-Nederland","Number","Total","90 years or over","111"
"2020W29","Oost-Nederland","Number","Total","90 years or over","123"
"2020W30","Oost-Nederland","Number","Total","90 years or over",":"
"2020W31","Oost-Nederland","Number","Total","90 years or over",":"
"2020W32","Oost-Nederland","Number","Total","90 years or over",":"
"2020W33","Oost-Nederland","Number","Total","90 years or over",":"
"2020W34","Oost-Nederland","Number","Total","90 years or over",":"
"2020W35","Oost-Nederland","Number","Total","90 years or over",":"
"2020W36","Oost-Nederland","Number","Total","90 years or over",":"
"2020W37","Oost-Nederland","Number","Total","90 years or over",":"
"2020W38","Oost-Nederland","Number","Total","90 years or over",":"
"2020W39","Oost-Nederland","Number","Total","90 years or over",":"
"2020W40","Oost-Nederland","Number","Total","90 years or over",":"
"2020W41","Oost-Nederland","Number","Total","90 years or over",":"
"2020W99","Oost-Nederland","Number","Total","90 years or over",":"
"2020W28","Overijssel","Number","Total","90 years or over","38"
"2020W29","Overijssel","Number","Total","90 years or over","47"
"2020W30","Overijssel","Number","Total","90 years or over",":"
"2020W31","Overijssel","Number","Total","90 years or over",":"
"2020W32","Overijssel","Number","Total","90 years or over",":"
"2020W33","Overijssel","Number","Total","90 years or over",":"
"2020W34","Overijssel","Number","Total","90 years or over",":"
"2020W35","Overijssel","Number","Total","90 years or over",":"
"2020W36","Overijssel","Number","Total","90 years or over",":"
"2020W37","Overijssel","Number","Total","90 years or over",":"
"2020W38","Overijssel","Number","Total","90 years or over",":"
"2020W39","Overijssel","Number","Total","90 years or over",":"
"2020W40","Overijssel","Number","Total","90 years or over",":"
"2020W41","Overijssel","Number","Total","90 years or over",":"
"2020W99","Overijssel","Number","Total","90 years or over",":"
"2020W28","Noord-Overijssel","Number","Total","90 years or over","11"
"2020W29","Noord-Overijssel","Number","Total","90 years or over","10"
"2020W30","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W31","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W32","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W33","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W34","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W35","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W36","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W37","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W38","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W39","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W40","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W41","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W99","Noord-Overijssel","Number","Total","90 years or over",":"
"2020W28","Zuidwest-Overijssel","Number","Total","90 years or over","10"
"2020W29","Zuidwest-Overijssel","Number","Total","90 years or over","10"
"2020W30","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W31","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W32","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W33","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W34","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W35","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W36","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W37","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W38","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W39","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W40","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W41","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W99","Zuidwest-Overijssel","Number","Total","90 years or over",":"
"2020W28","Twente","Number","Total","90 years or over","17"
"2020W29","Twente","Number","Total","90 years or over","27"
"2020W30","Twente","Number","Total","90 years or over",":"
"2020W31","Twente","Number","Total","90 years or over",":"
"2020W32","Twente","Number","Total","90 years or over",":"
"2020W33","Twente","Number","Total","90 years or over",":"
"2020W34","Twente","Number","Total","90 years or over",":"
"2020W35","Twente","Number","Total","90 years or over",":"
"2020W36","Twente","Number","Total","90 years or over",":"
"2020W37","Twente","Number","Total","90 years or over",":"
"2020W38","Twente","Number","Total","90 years or over",":"
"2020W39","Twente","Number","Total","90 years or over",":"
"2020W40","Twente","Number","Total","90 years or over",":"
"2020W41","Twente","Number","Total","90 years or over",":"
"2020W99","Twente","Number","Total","90 years or over",":"
"2020W28","Gelderland","Number","Total","90 years or over","65"
"2020W29","Gelderland","Number","Total","90 years or over","71"
"2020W30","Gelderland","Number","Total","90 years or over",":"
"2020W31","Gelderland","Number","Total","90 years or over",":"
"2020W32","Gelderland","Number","Total","90 years or over",":"
"2020W33","Gelderland","Number","Total","90 years or over",":"
"2020W34","Gelderland","Number","Total","90 years or over",":"
"2020W35","Gelderland","Number","Total","90 years or over",":"
"2020W36","Gelderland","Number","Total","90 years or over",":"
"2020W37","Gelderland","Number","Total","90 years or over",":"
"2020W38","Gelderland","Number","Total","90 years or over",":"
"2020W39","Gelderland","Number","Total","90 years or over",":"
"2020W40","Gelderland","Number","Total","90 years or over",":"
"2020W41","Gelderland","Number","Total","90 years or over",":"
"2020W99","Gelderland","Number","Total","90 years or over",":"
"2020W28","Veluwe","Number","Total","90 years or over","23"
"2020W29","Veluwe","Number","Total","90 years or over","28"
"2020W30","Veluwe","Number","Total","90 years or over",":"
"2020W31","Veluwe","Number","Total","90 years or over",":"
"2020W32","Veluwe","Number","Total","90 years or over",":"
"2020W33","Veluwe","Number","Total","90 years or over",":"
"2020W34","Veluwe","Number","Total","90 years or over",":"
"2020W35","Veluwe","Number","Total","90 years or over",":"
"2020W36","Veluwe","Number","Total","90 years or over",":"
"2020W37","Veluwe","Number","Total","90 years or over",":"
"2020W38","Veluwe","Number","Total","90 years or over",":"
"2020W39","Veluwe","Number","Total","90 years or over",":"
"2020W40","Veluwe","Number","Total","90 years or over",":"
"2020W41","Veluwe","Number","Total","90 years or over",":"
"2020W99","Veluwe","Number","Total","90 years or over",":"
"2020W28","Zuidwest-Gelderland","Number","Total","90 years or over","6"
"2020W29","Zuidwest-Gelderland","Number","Total","90 years or over","5"
"2020W30","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W31","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W32","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W33","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W34","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W35","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W36","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W37","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W38","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W39","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W40","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W41","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W99","Zuidwest-Gelderland","Number","Total","90 years or over",":"
"2020W28","Achterhoek","Number","Total","90 years or over","13"
"2020W29","Achterhoek","Number","Total","90 years or over","13"
"2020W30","Achterhoek","Number","Total","90 years or over",":"
"2020W31","Achterhoek","Number","Total","90 years or over",":"
"2020W32","Achterhoek","Number","Total","90 years or over",":"
"2020W33","Achterhoek","Number","Total","90 years or over",":"
"2020W34","Achterhoek","Number","Total","90 years or over",":"
"2020W35","Achterhoek","Number","Total","90 years or over",":"
"2020W36","Achterhoek","Number","Total","90 years or over",":"
"2020W37","Achterhoek","Number","Total","90 years or over",":"
"2020W38","Achterhoek","Number","Total","90 years or over",":"
"2020W39","Achterhoek","Number","Total","90 years or over",":"
"2020W40","Achterhoek","Number","Total","90 years or over",":"
"2020W41","Achterhoek","Number","Total","90 years or over",":"
"2020W99","Achterhoek","Number","Total","90 years or over",":"
"2020W28","Arnhem/Nijmegen","Number","Total","90 years or over","23"
"2020W29","Arnhem/Nijmegen","Number","Total","90 years or over","25"
"2020W30","Arnhem/Nijmegen","Number","Total","90 years or over",":"
"2020W31","Arnhem/Nijmegen","Number","Total","90 years or over",":"
"2020W32","Arnhem/Nijmegen","Number","Total","90 years or over",":"
