ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SPERFICIEAREATOTALE,SPERFICIEAREALIBERA,VOLUME
201819,OREE82301B,950590115,"4.425,00","3.127,00",4022
201819,SSRH01802G,900031174,"850,00","162,00",12999
201819,MIIC8B700B,151460439,"6.611,00",-,64481
201819,FGPM03000E,710240506,"17.628,36","3.912,68",6673.63
201819,NUAA869014,910950666,"5.000,00","4.200,00",3200
201819,PEAA82904X,680120044,"526,00",-,780
201819,SAMM8BD011,651080006,-,-,-
201819,COAA823015,130410583,"2.612,00",-,6038
201819,CTPS10000Q,870412890,"66.500,00","9.300,00",25578
201819,BAMM85001T,720111580,"470,00","237,00",699
201819,CEMM89701A,610461598,"7.596,00","4.689,00",390
201819,SAMM8A901D,651220003,"11.550,00",-,11500
201819,NARI11401G,630500042,"11.290,00","7.847,00",2404
201819,ARSD01701B,510340004,"2.795,00",-,11180
201819,PVAA82303R,181150015,"989,00","639,00",750
201819,TAAA85901R,730081636,"2.045,00","1.340,00",2930
201819,PSTA01301D,410440600,"40.000,00","99.999,00",2028
201819,PAMM8AH014,820221958,"3.560,00","1.379,00",7220
201819,LEMM82801B,750380318,"12.826,00","11.581,00",7016
201819,RGPS006016,880081190,"3.706,00","2.127,00",27945.86
201819,PVEE808041,181070174,"3.485,00",-,4235
201819,TOAA8AT02B,10780015,"6.500,00","3.835,00",14050
201819,LIAA00202C,490091028,"2.760,00","340,00",11400
201819,REEE83301B,350120104,"11.225,00","7.102,00",16450
201819,CNEE819034,41050002,"1.290,00","522,00",6150
201819,CAAA87702G,1110710371,"2.450,00","1.554,00",2147
201819,PGIS034006,540240640,"6.900,00","5.270,00",6246
201819,TPMM843018,810124566,"3.180,00",-,6343
201819,BAAA81901N,720060349,"8.710,00","6.939,00",10493
201819,CTTD00601P,870382727,"20.302,00","16.442,00",30091
201819,BSMM86901C,170760220,"1.789,00","431,00",11100
201819,RIEE81803P,570030097,"3.000,00","1.000,00",10500
201819,MIMM8F0014,151461066,"4.094,00",-,18358
201819,TEMM81602E,670140192,"2.490,00","1.722,00",3496
201819,PDMM870011,280071242,-,-,6776
201819,MIAA8BL022,151750786,"12.802,00","9.851,00",6070
201819,NAAA17204R,630620489,"7.700,00","5.000,00",21356
201819,CTMM82102C,870350566,"7.300,00","4.621,00",12622
201819,RMIC8BD00C,581100981,"1.902,00","642,00",8316
201819,RGAA02121E,880062805,"6.944,00","5.532,00",18130
201819,MIMM8B601L,151460444,"6.256,00",-,80000
201819,NARC01101E,630640037,"18.270,00","13.710,00",17635
201819,PZAA84106G,760480060,"1.020,00","480,00",5400
201819,CNAA84902N,40800006,"2.535,00","434,00",1902
201819,TOAA82402T,13050001,"720,00","425,00",885
201819,TOEE81203T,11200011,"3.132,00","2.601,00",5203
201819,CAIS02700R,1110351219,"4.087,00",-,25779
201819,UDEE84203A,301290025,"4.180,00","2.940,00",7750
201819,ROEE808017,290072596,"5.309,00","4.442,00",4522
201819,APEE826089,1090230173,"1.196,00","734,00",6468
201819,RGEE81801X,880084378,"1.240,00","150,00",18136
201819,RMMM8FP01B,580911139,"7.654,00","5.450,00",15145
201819,CAMM8AB032,1110460179,"3.380,00","2.777,00",4402
201819,RAMM81201V,390010095,"16.650,00","12.120,00",30850
201819,RITF00701R,570590769,"300,00",-,2100
201819,LEAA84101N,750480129,"3.600,00","2.960,00",2400
201819,CBEE836036,700470049,"1.335,00","910,00",1680
201819,ORAA82701D,950380006,"4.596,00","3.474,00",4595
201819,PGEE84001B,540392641,"3.750,00","2.400,00",9394
201819,PDIC83500L,280782059,"4.120,00","3.240,00",5610
201819,VAIC85300T,120340346,"4.260,00","2.600,00",8408
201819,COEE854023,131540144,"793,00",-,5061
201819,GRAA82106C,530030112,"3.410,00","2.614,00",3140
201819,MOIC80500Q,360280305,"8.207,00","4.931,00",17712
201819,RCEE85902B,800380398,"3.721,00","1.790,00",8240
201819,PTEE82201D,470110004,"2.574,00","1.931,00",16731
201819,CEPS03000C,610491385,-,-,-
201819,LCEE80504N,970430544,"3.900,00","2.000,00",7000
201819,CNMM86601E,40890007,"2.260,00","380,00",31979
201819,PVMM835037,180760283,"9.522,00","6.714,00",21044
201819,RMMM85101T,580911691,"729,00",-,2834
201819,UDMM830022,301160004,"28.370,00","2.000,00",28000
201819,APRA00801E,440070350,"36.765,00","33.027,00",52437
201819,PARI010007,820064562,"5.428,00","3.145,00",22943.3
201819,KRAA83002P,1010130194,"1.000,00","700,00",1000
201819,PEIC830004,680280199,"8.951,00","7.078,00",19543
201819,TOMM8AU01A,12150002,-,-,5694
201819,LEEE854011,750730105,"3.650,00","2.105,00",9292
201819,NAEE898015,630171508,"5.810,00","3.917,00",9056
201819,NUMM85005B,910880858,"3.720,00",-,1318
201819,PAMM041005,820534352,"1.061,00",-,3685
201819,TOEE073018,12720287,"2.325,00","914,00",20021
201819,RMTD030005,580911533,"17.292,00","15.554,00",26801
201819,MIIC8EV00G,1080541261,"15.540,00","12.572,00",19280
201819,VCAA81201N,21070003,"1.500,00","833,00",2036
201819,LTMM81301X,590080720,"3.560,00","1.711,00",17374
201819,CTRH024016,870272364,"500,00","165,00",2345
201819,VBAA81901T,1030190006,"699,00","369,00",2128
201819,BNPS01201V,620250015,"1.490,00","850,00",2000
201819,BSIC83700X,170180674,"2.028,00","1.455,00",8192
201819,SAAA07402X,650671064,"3.325,00","2.325,00",5161
201819,RMAA8FX017,580910313,"9.025,00","5.722,00",12757
201819,CTEE8AP01R,870491011,"10.800,00","8.227,00",15495
201819,PRMM81001G,340020188,"392,00",-,-
201819,VEEE80802D,270030620,"6.771,00","4.544,00",8928
201819,LUIS00400Q,460095002,"22.733,00","17.623,00",28112
201819,SIAA82802V,520120009,"6.500,00","5.390,00",628
201819,RMAA8GZ01D,580790252,"2.206,00","1.437,00",2538
201819,BSMM88301P,170290446,"5.500,00","4.315,00",8948
201819,BGEE869022,161880001,"3.030,00","1.160,00",15000
201819,ISAA82505Q,940380118,"700,00","260,00",1276
201819,LEPM02901T,750222197,"11.121,00",-,11943
201819,AGEE82902P,840111098,"9.600,00","7.700,00",11000
201819,CEAA876026,610850001,"1.890,99","1.337,45",2767.7
201819,BASL03301E,720010749,"15.227,00","11.020,00",689
201819,CTIS03900Q,870172161,"12.700,00","9.250,00",27335
201819,LEEE07102R,750350248,"2.850,00","1.350,00",8750
201819,RMTF15050V,580341659,"18.000,00","10.000,00",35000
201819,AVIS002002,640410002,"3.000,00",-,8455
201819,FEMM81401C,380170191,"974,46","3.163,36",4153.17
201819,PGMM82204X,540192600,"1.600,00",-,12500
201819,PSAA82601C,410660106,"12.000,00","10.100,00",6800
201819,VIEE87902V,240081749,"3.030,00","1.925,00",7467
201819,BAAA832025,720401614,"2.900,00","2.130,00",3630
201819,PGAA042086,540270560,"593,00","325,00",1270
201819,RMAA8BC01D,580100676,"447,00","168,00",1953
201819,VAEE865027,120390001,"2.000,00",-,9000
201819,MCEE83004X,430280140,"2.144,00","1.859,00",2365
201819,PAMM8AZ01X,820534544,"8.620,00","5.630,00",6050
201819,TVAA87701N,260431088,"2.880,00","2.153,00",2560
201819,FRAA83101N,600250093,"4.000,00","3.527,00",1821
201819,PZTD024038,760630511,"490,00","350,00",5145
201819,MNTL009017,200301126,"6.900,00","2.890,00",23000
201819,PZMM857025,760510273,"4.510,00","3.096,00",10368
201819,RCAA809036,800630253,"4.760,00",-,1192
201819,NAAA10104P,630010452,"6.609,32","3.419,82",34765.55
201819,NOEE819035,30930001,"950,00",-,3920
201819,AQAA02601C,660620060,"309,00",-,3200
201819,FGEE86601R,710290078,"6.668,00","4.265,00",11708
201819,MSEE814017,450120010,"3.156,00","1.887,00",8000
201819,VIAA81501N,240182049,"1.010,00",-,4880
201819,ARMM820028,510420003,"2.565,00","965,00",5490.48
201819,PZCT71000P,760390032,"1.293,00","812,00",1443
201819,NAMM07800V,630491861,"630,00","2.600,00",45000
201819,AREE814022,510030005,-,-,-
201819,CETL06000E,610220114,-,-,-
201819,PAAA84201R,820233298,"1.568,00","601,00",8422
201819,CSEE8AE056,781230710,"1.217,00","896,00",963
201819,FIMM81403T,480250001,"1.138,00","738,00",3013
201819,PDTD04000D,280324153,-,-,9800
201819,GEEE84403G,100590102,"8.860,00","6.489,00",10476
201819,FIAA82303C,480350007,"1.248,00","947,00",1162
201819,VRAA84503X,230903279,"1.145,00",-,4500
201819,ATAA808035,50010002,"850,00","570,00",1270
201819,BAAA890025,720220146,"3.860,00",-,4150
201819,CSMM8AJ01N,780170091,"1.055,00",-,3700
201819,FIAA20004G,480140026,"3.600,00","2.450,00",4000
201819,CSEE851059,780970255,"3.487,00","1.615,00",3600
201819,PDMM86501D,280992228,"10.839,00",-,435
201819,ANIC848006,420450307,"2.842,00","2.012,00",8550
201819,POMM81901V,1000050071,"4.207,00","3.533,00",7852
201819,CZAA82301G,790610190,"1.000,00","250,00",2250
201819,PDEE83603L,280381841,"1.981,00","1.439,00",4880
201819,BOMM84201T,370320940,"90.826,00",-,5145
201819,CEEE86201C,610051897,"4.403,00",-,12880
201819,LTTD10050C,590041423,"3.887,00","1.900,00",11280
201819,KREE820018,1010070551,"2.500,00","1.790,00",2130
201819,PIAA825051,500350004,"1.100,00","500,00",2300
201819,TOTD026023,10980008,"5.144,00","3.654,00",17187
201819,CNAA83503R,41210002,-,"230,00",1050
201819,TOEE87105Q,12190029,"11.699,00","10.463,00",8780
201819,CNAA812023,42450001,"750,00","300,00",2625
201819,CAIC84700T,920751027,"4.185,00","2.526,10",12279.65
201819,CAMM87201G,1110410675,"1.579,00","1.089,00",2243
201819,TOMM824022,10320002,"770,00","449,00",2635
201819,MEMM88904G,830043343,"1.332,00","492,00",4480
201819,IMEE814026,80550106,"801,00","346,00",5837
201819,PREE82201V,340070101,"8.400,00","5.615,00",32288
201819,SAAA816052,650380931,"7.080,00","3.833,00",1505
201819,CEAA82902L,610621711,-,-,-
201819,CLMM81001X,850073293,"3.241,00","2.164,00",7270
201819,BSRI03301C,170920928,"7.615,00","3.507,00",20159
201819,TSEE80301G,320060044,"8.187,00","6.297,00",18013
201819,SARH02201L,650460507,"2.700,00",-,1500
201819,TPAA83302E,810132830,"384,00","553,00",5238
201819,FIEE826035,480210009,"2.280,00","1.541,00",3103
201819,RERA030001,350200306,"20.232,00","16.206,00",10248
201819,VRIC887003,230912005,"5.037,00","3.043,00",5006
201819,VBAA80603T,1030440001,"1.430,00","1.160,00",2870
201819,LITD03050C,490140021,"6.250,00","3.000,00",22500
201819,ALAA83401E,61740011,"7.000,00","4.785,00",37655
201819,PGIC80700N,540350564,"950,00",-,-
201819,LUEE83903P,460335027,"3.760,00","1.355,00",17450
201819,PZIC871009,760070409,"1.300,00",-,7335
201819,IMAA80204R,80290081,"1.772,00",-,11337
201819,NAAA8BT01E,630491766,"5.115,00",-,7800
201819,BOEE847034,370320224,"8.400,00","6.123,00",10987
201819,LTIC824009,590010311,"11.800,00","8.500,00",17800
201819,BOEE17201L,370600310,"2.980,00","11.070,00",12556
201819,VTMM822043,560270201,"1.125,00","656,00",3200
201819,BNMM826017,620640002,"5.000,00","3.600,00",17000
201819,BGMM8AD01Q,162190618,"7.900,00","6.344,00",11514
201819,LTAA82704R,590280123,"2.973,00","2.552,00",2869
201819,BGTF036018,160910683,"26.322,00","17.925,00",40279
201819,RIAA80905R,570100039,"2.313,00","1.329,00",3180
201819,BGMM846039,161720001,"8.647,08","7.507,08",3800
201819,PAEE812016,820084371,"1.200,00","740,00",6366.08
201819,MIPS120003,151821462,"13.370,00","17.319,00",45998
201819,PDRC02101T,280654224,"33.860,00","24.971,00",18520
201819,MIMM845023,151941360,"3.175,00","1.525,00",9450
201819,UDAA85203Q,300870001,"11.442,00","2.000,00",2200
201819,TVEE87608A,260622310,"9.393,00","6.863,00",5940
201819,PDEE87101T,281020797,"9.593,00","1.103,00",8319
201819,NAEE14301V,630360005,"7.732,00","6.149,34",3003
201819,VAMM866011,120260129,"7.500,00","5.240,00",11325
201819,BAEE840018,720320464,"6.648,00","3.428,00",14662
201819,VVPS00301P,1020371116,"1.570,00","888,00",10966
201819,RMIS112007,580321042,"17.491,00","11.894,00",34935
201819,LUAA834029,460246016,"3.344,00","2.657,00",4272
201819,APAA81006C,1090060029,"1.620,00","1.260,00",1511
201819,BLEE83304X,250212068,"875,00","634,00",1996
201819,UDMM814013,300730001,"6.795,00","4.583,00",16392
201819,PCEE80503A,330030088,"2.700,00","2.330,00",3934
201819,SSMM02800T,900470353,"5.653,00","4.025,00",16264
201819,LTEE833027,590270270,"7.500,00","5.400,00",10240
201819,LCAA82302X,970340458,"1.696,00","1.307,00",2960
201819,RMPC06201P,580911355,"10.784,00","9.478,00",15547
201819,LTEE81507V,590110162,"2.392,00","1.862,00",4028
201819,TPEE04612A,810114267,"6.750,00","4.360,00",2400
201819,RMMM8D1017,580721744,"12.342,00","7.485,00",5444
201819,NAEE8AM022,630861278,"1.191,00","600,00",4310
201819,VAIS008004,120700450,"22.510,00","6.713,00",136657
201819,ANIC81100G,420020395,"3.000,00","2.400,00",9150
201819,MIIC8FM00A,151893209,"17.867,00","15.767,00",6537
201819,PGRC033019,540390625,"7.384,00","5.330,00",24160
201819,LTAA838036,590050683,"6.000,00","5.000,00",704
201819,FIAA86503E,480060014,"1.100,00","544,00",2058
201819,BGAA8AB043,160911157,"5.250,00","3.757,00",5225
201819,NOPS04000X,30240001,"22.640,00","17.265,00",60737
201819,MIEE8B102G,1080070899,"921,00","625,00",2486
201819,KRMM80302E,1010100819,"10.500,00","8.000,00",12000
201819,CHAA810017,690940237,"1.900,00","953,00",3678
201819,BAAA88402T,720061582,"6.020,00","3.920,00",17000
201819,SICT70300D,520320004,"10.973,00","7.296,00",18247
201819,NOAA80701G,30360002,"3.442,00","2.566,00",3954
201819,RCAA86003B,800501098,"896,00","711,00",573
201819,FREE83203R,600430368,"1.400,00","800,00",1867
201819,CEEE07501G,610990264,"10.820,00",-,3720
201819,NOMM83001R,31310001,"2.930,00","1.575,00",11653
201819,TPIS02700D,810112405,"1.456,00","976,00",12116
201819,KRMM82301P,1010080866,"11.000,00","8.000,00",18000
201819,TSAA80201E,320060034,"15.393,00","10.493,00",47565
201819,NAMM8CN011,630840025,-,-,-
201819,TVEE868014,260553013,"8.650,00","7.365,00",8930
201819,BSEE82601G,171990690,"7.938,00","4.488,00",13455
201819,MCEE82804X,430230013,"6.900,00","5.166,00",15885
201819,TVTF00751L,260923777,"1.616,00","92,00",12946
201819,RMEE8GL02R,580910340,"11.000,00","8.800,00",9106
201819,SPAA81003T,110020018,"4.784,00","2.998,00",7700
201819,TATD080504,730270212,"2.690,00","540,00",48090
201819,AVEE88304Q,640950373,"1.750,00",-,2050
201819,BREE80201G,740040208,"2.500,00","790,00",16250
201819,PDEE82203P,280941151,"3.918,00","3.048,00",6482
201819,CTEE8AF011,870150103,"11.345,00",-,2121
201819,VCPC00101T,21580026,"1.225,00",-,16207
201819,SRAA858012,890133731,"4.700,00","2.900,00",17750.45
201819,APAA84101V,1090060265,"2.150,00","690,00",6700
201819,MNEE80205T,200241139,"962,00","402,00",1650
201819,FOIS00400D,400080046,"7.325,00",-,17200
201819,TOAA065036,12720057,"7.020,00","5.304,00",16702
201819,NAAA8EY02E,630490014,"8.900,00","6.700,00",22000
201819,MOEE81501C,360330234,"2.605,00","600,00",1728
201819,BGIC888008,162340259,"7.620,00","5.574,00",9201
201819,GRCT70300N,530160002,"7.680,00","4.568,00",11617
201819,ALEE81905T,61510002,"3.016,00","1.494,00",13147
201819,NAMM619008,630240025,"7.500,00","4.298,00",8700
201819,PDEE89503C,280033216,"16.470,00",-,5794
201819,VIEE83302D,240742887,"13.177,00","9.459,00",11928
201819,TAMM82501T,730070047,"3.524,00","1.359,00",22883.95
201819,FIEE83602P,480170064,"8.924,00",-,6720
201819,RMAA8D0028,580720295,"400,00","180,00",1600
201819,CAAA8AB061,1110450591,"3.390,00","2.436,00",6938
201819,VEMM825026,270301545,"19.034,00","15.668,00",6650
201819,AQMM831024,661020317,"7.000,00","6.200,00",8000
201819,VAEE874033,121330003,"6.760,00","5.914,00",7152
201819,CTCT701002,870151343,"6.723,00","4.908,00",17119
201819,ALEE83401Q,61740007,"3.772,00","3.000,00",4560
201819,LOEE801033,980310550,"2.600,00","1.030,00",15700
201819,BNEE85503A,620431743,"2.436,00","1.398,00",3863
201819,ARAA81502L,510130008,"4.260,00",-,4108
201819,CZAA85801E,790231618,"3.567,00","1.600,00",6236
201819,CHEE82703X,690350242,"1.015,00",-,8762
201819,ORAA803011,950451658,"1.350,00","658,00",2800
201819,TOAA87002G,11150004,"6.800,00","5.235,00",9336
201819,FOAA80201E,400040300,"1.711,00","1.367,00",2089.63
201819,NAEE8GR01Q,630620490,"4.000,00","2.788,00",11000
201819,ATAA815049,50110002,"1.350,00","480,00",4500
201819,ROMM82201C,290413639,"8.529,00","6.219,00",16781
201819,MTMM83404N,770230176,"1.387,00","856,00",4100
201819,UDMM828011,300130005,"8.861,00","6.911,00",13600
201819,BLEE82704L,250441669,"1.585,00","1.270,00",3465
201819,CSIS03400D,781011033,"2.320,00","760,00",11200
201819,MTEE81901D,770310177,"4.023,00","2.293,00",8020
201819,CAMM89901G,920511106,"10.079,00","7.764,00",8339
201819,RMPS06401D,580791448,"8.500,00","6.710,00",25958
201819,BAEE877042,720440627,"4.050,00","2.683,00",1760
201819,NOEE80804Q,30760009,-,-,7521
201819,CEEE86605X,610960002,-,-,-
201819,CZIC818007,790080843,"4.000,00","1.966,00",8900
201819,PITD03000R,500290307,"1.649,00","952,00",380.62
201819,CAEE82101Q,1110890104,"620,00",-,5948
201819,IMMM80303Q,80500134,"2.400,00","1.235,00",5070
201819,ORAA823038,950590115,"4.425,00","3.127,00",4022
201819,MSAA81003R,450090010,"2.282,00","1.183,00",4026
201819,NAEE00404E,630491851,"4.200,00",-,12600
201819,VAIC85900R,120260335,"5.470,00","3.125,00",17950
201819,ISMM83201V,940500124,"622,00","349,00",4914
201819,BAEE897014,720371504,"6.845,00","2.514,32",1656.55
201819,RMAA8DZ02P,581030259,"1.000,00","140,00",7750
201819,VAAA82602B,120240127,"1.980,00","500,00",7605
201819,GRIS01200Q,530110501,"3.880,00",-,21800
201819,PSMM80501G,410300313,"10.500,00",-,14400
201819,RMRI088017,580793828,"13.579,00",-,16500
201819,CEIS01100N,610491301,"1.758,00","974,00",4274
201819,RMEE8DR02X,580740817,"670,00","300,00",3100
201819,CEAA8AY026,610881711,"1.515,00","723,00",940
201819,TAEE866026,730270028,"1.700,00","1.266,00",3775
201819,SSIC83800B,900640393,"4.821,00","3.631,00",11572
201819,PETD03000D,680270276,"312,00",-,1109
201819,RMEE8EB01P,580910352,"11.490,00","9.380,00",4850
201819,CSAA872022,780400522,"474,00",-,1400
201819,SSEE027036,900470076,"6.755,00","4.925,00",13233
201819,CNEE83803D,41460002,"670,00","388,00",812
201819,TVEE825049,260221467,"7.500,00","2.500,00",5600
201819,LETL02601G,750520690,"4.480,00","2.481,00",13536
201819,VEEE875028,270423482,"9.300,00","6.783,00",9493
201819,CAAA088023,920110575,"9.600,00","9.153,00",1743
201819,TOMM8AZ01D,12720158,"9.741,00","6.963,00",25870
201819,RMTF15000D,580341190,"20.000,00","12.036,00",44562
201819,CSAA81204C,780451023,"3.800,00",-,18024
201819,CATF01601V,920511551,"13.242,00","9.596,00",4373
201819,MITF10101R,151461629,"40.356,00",-,82810
201819,BSAA83701R,170170010,"10.200,00",-,13150
201819,RMEE220023,581181007,"3.350,00","1.600,00",10500
201819,CBEE84605V,700200001,"2.100,00","1.627,00",3.64
201819,LEAA88004B,750820151,"3.300,00","1.740,00",1085
201819,MIMM8DX01N,151462826,"2.620,00",-,14874
201819,RMIC8BM00R,580911007,"6.000,00","3.800,00",12783
201819,AQAA828013,660690088,"3.325,00","2.945,00",1292
201819,AVIC885006,640080323,"4.320,00","2.613,00",22159
201819,BNAA855013,620431742,"2.436,00","1.177,00",840
201819,UDEE81201C,300220002,"1.800,00","1.120,00",2280
201819,BSMM80301T,170850376,"5.139,00","4.534,00",7924
201819,RGAA82201A,880092056,"2.325,00","1.637,00",7618.47
201819,VIEE87901T,240082460,"6.776,00","4.106,00",13646
201819,BOPS02000D,370060400,"6.219,00","3.431,00",13500
201819,REEE85402D,350400172,"2.489,00","1.416,00",3500
201819,CSAA8AR025,780470544,"7.921,00","6.924,00",6442
201819,MITD02801N,150771437,"50.988,00",-,219000
201819,VAAA869018,121330004,"2.985,00","2.278,00",3180
201819,TEEE842035,670370124,"2.500,00","1.350,00",7000
201819,AGEE80802N,840254457,"4.174,00","1.361,00",12965.34
201819,MIEE82201A,150810619,"2.014,00",-,15968
201819,TOAA8A001V,12720038,"536,00","281,00",3825
201819,FIPC014016,480140020,"2.100,00","1.550,00",3770
201819,BGEE8AF01C,160240117,"7.225,00","5.720,00",9050
201819,FEIC81300G,380080180,"7.368,00",-,26368
201819,PAAA8AW029,820544622,"6.816,00","4.247,00",38816
201819,COEE81504E,130470211,"780,00","1.200,00",1980
201819,FGAA80601X,710120408,"5.600,00","3.868,00",3503
201819,MIAA8A302B,150821029,"9.000,00","7.660,00",2700
201819,TAAA808021,730200631,"2.145,00","1.395,00",2685
201819,AVRA01601X,640051878,"9.500,00","6.375,00",15000
201819,AVAA851032,640420002,"3.245,00","1.945,00",1425
201819,GRAA81706R,530080200,"1.610,00","700,00",5500
201819,ENEE809026,860022938,"880,00","685,00",3520
201819,FIIC82300D,480350008,"6.880,00","4.921,00",7026
201819,RNEE80202L,990090230,"2.445,00","1.381,00",2870
201819,RGMM00700C,880033976,"3.621,00","1.567,00",14184
201819,RMEE00700R,580910398,"6.500,00","2.250,00",22450
201819,RMAA868013,580180549,"641,00",-,3188
201819,BAEE05600T,1100010069,"3.000,00","700,00",9400
201819,NAIC8DB003,630640022,"3.290,00","1.700,00",5890
201819,NAAA515011,630760484,"1.370,00","479,00",7411
201819,CEEE8AG01E,610810002,"4.110,00","3.760,00",7750
201819,NUEE880025,910460163,"3.988,00","3.217,00",5600
201819,NAEE8DM03V,630600046,"10.640,00","9.571,49",7671.9
201819,CAEE885105,1110691436,"1.690,00","800,00",6215
201819,GOMM806016,310060004,"2.870,00","1.570,00",2660
201819,RMMM8BQ019,580910458,"4.300,00","2.810,00",56000
201819,NAEE8BT01Q,630491767,"8.115,00",-,1162
201819,RMEE8DB014,580113233,"3.252,00","1.480,00",13825
201819,TOMM83502C,12600010,-,-,1240
201819,NAEE8EE04A,630030113,"1.600,00","1.134,00",3278
201819,VREE85402V,230821419,-,-,-
201819,MOMM808018,360440319,"6.060,00","4.490,00",6150
201819,CZEE85902L,790230030,"1.218,00","686,00",1596
201819,RMIC8ED008,580911012,"5.000,00","2.750,00",21800
201819,CSEE851059,780970604,"3.487,00","1.615,00",4165
201819,CETF05000Q,610151353,"14.185,00",-,7088
201819,TVIC832007,260711232,"26.220,00","24.300,00",18200
201819,BOAA068042,370190022,"541,61","2.490,00",2271.93
201819,BAMM059008,720040639,"1.470,00","363,00",10300
201819,PSEE811032,410330029,"465,00","28,00",3500
201819,LEAA803031,750500058,"3.000,00",-,2846
201819,CNAA804035,42340003,"2.150,00","1.460,00",2400
201819,PTMM82101L,470090012,"4.899,00","3.586,00",9112
201819,NAEE8GS011,630491857,"2.210,00","300,00",14000
201819,ROIC82200B,290410576,"1.400,00","914,00",1105
201819,MTRH014501,770140670,"3.993,00","2.755,00",8364
201819,CEEE82901R,610621709,-,-,-
201819,CHMM81401P,690180345,"3.230,00","1.845,00",9450
201819,TOEE8AU01B,10780024,-,-,4132
201819,CLAA821016,850044402,"5.500,00",-,13200
201819,CHEE84305X,690360904,"1.300,00",-,1000
201819,GEAA838011,100250066,"1.736,00","1.415,00",3199
201819,FIAA84802Q,480170051,"2.470,00","1.930,00",502
201819,TORC012505,11250018,"18.276,00","12.455,00",42181
201819,FRRH007018,600197869,-,-,-
201819,BSEE87503V,171610585,"3.450,00","2.325,00",11588
201819,FREE830068,600480089,"2.140,00","1.364,00",2330
201819,SAEE866047,651410002,-,-,-
201819,GEAA862041,100250109,"773,00","330,00",6202
201819,NAPM06801V,630490843,"5.980,00","2.780,00",23100
201819,CASL01000N,920091435,"1.407,00","581,00",4171
201819,AOEE008010,70613900,"4.014,00",-,-
201819,FEEE808027,380080085,"1.850,00","1.505,00",2860
201819,CTMM119008,870091261,"7.895,00","4.667,00",12187
201819,MEEE814025,831013948,"3.014,00","2.272,00",3191
201819,TREE81201V,550320220,"7.200,00",-,20202
201819,FOMM80901D,400090065,"2.754,00","1.776,00",2620
201819,CTEE08301R,870550828,"4.250,00","2.200,00",6388
201819,TVIC85600Q,260082512,"2.640,00","1.049,00",11455
201819,SASL026013,651460501,"8.041,00",-,4000
201819,FGTD044018,710530872,"723,00","241,00",2560
201819,CRAA80504T,190861788,"5.000,00","4.000,00",4000
201819,NAAA8FK015,630801797,"4.604,00","3.097,00",8702
201819,FGEE82001B,710060565,"3.291,00","1.880,00",5656
201819,REEE819059,350440176,"1.320,00","1.023,50",3172
201819,VAEE82106N,120920239,"2.470,00","1.922,00",5660
201819,CRAA81307X,190310038,"2.250,00","1.830,00",1478
201819,SVEE818012,90290111,"750,00","130,00",2250
201819,CTEE043009,870060001,"10.720,00","6.800,00",13125
201819,FIMM83101D,480320008,"12.000,00","3.500,00",7800
201819,LTAA81304V,590080696,"2.550,00","1.690,00",1205
201819,RGIC831008,880092210,"11.980,00","9.000,00",20860
201819,CSMM836012,780480837,"3.476,00","1.986,50",3036
201819,GESD010008,100150428,"4.100,00",-,30017.9
201819,AGMM083009,840010547,"33.238,00","22.756,00",65586.18
201819,BGRI004519,162190663,"10.960,00","3.474,00",55816
201819,MEMM877027,830793046,"1.320,00","800,00",3432
201819,CZMM82401G,790360004,"7.469,00","6.539,00",2657
201819,ALAA82208G,60610001,"7.167,00","5.200,00",5716
201819,RMAA8DB031,580110635,"3.413,00","1.245,00",1417
201819,FRPC031018,600191427,"6.250,00","4.158,00",3440
201819,FOEE822022,400120141,"3.657,00","2.714,00",6822
201819,BNAA827031,620280001,"1.783,25","1.119,75",2162
201819,CSEE84103L,781220001,"4.798,00","2.852,00",3181.15
201819,VRMM845012,230263271,"9.120,00","8.005,00",9324
201819,LCAA807011,970170558,"5.000,00","4.020,00",4200
201819,IMTA006014,80310149,"9.325,00",-,35000
201819,CESD001508,610881752,"6.787,00",-,23017
201819,CLCT700005,850044893,"9.350,00","6.428,00",34083
201819,ANAA842014,420340122,"978,00","678,00",1680
201819,PIEE825012,500350103,"4.000,00","2.692,00",6150
201819,ISTF01601L,940020170,"9.657,00","6.750,00",22190
201819,ENPM01101P,860093384,"5.838,00","4.414,00",22577
201819,PNMM828022,930500002,"5.787,00","4.591,00",2000
201819,VCEE809024,21580013,"4.685,00","3.475,00",15516
201819,SAAA86301B,650780851,"1.800,00","1.020,00",3510
201819,AGEE84704A,840274819,"4.500,00","3.248,00",1238
201819,MIEE8CZ03P,151462991,"3.790,00",-,25332
201819,MIIC8AE005,1080332752,"4.900,00","3.800,00",11460
201819,MEMM84401V,830333760,"15.750,00","13.497,00",14919
201819,SSAA85106X,900640746,"1.095,00","561,00",4700
201819,POEE80702P,1000060004,"6.500,00","4.789,00",5419
201819,MIEE8C002A,150970450,"16.500,00",-,11400
201819,MIIC85900V,1080301294,"15.600,00","12.566,00",26177
201819,PNMM81201B,930270004,"10.130,00","8.477,00",6395
201819,TPMM822017,810124621,"3.500,00",-,9565
201819,LEIC87500X,750880408,"7.535,00","5.580,00",12895
201819,VIEE857011,240871553,"6.287,00","1.868,00",9879
201819,RMEE8EU02B,580910325,"4.854,00","3.826,00",9794
