type,country,state/province,epoch,even_id,date,value,restriction
freedom of movement (nationality dependent),GRC,,1589760000000.0,5ea2c080-c2ff-11ea-ba26-eeee0af510b7,2020-05-18,GRC,0
freedom of movement (nationality dependent),USA,USA-GU,1590624000000.0,3066c1c6-c606-11ea-a87c-eeee0af51bc0,2020-05-28,TWN,0
introduction of travel quarantine policies,JPN,,1583366400000.0,681c246a-959d-4628-84d0-bfcb75884ac4,2020-03-05,KOR,1
introduction of travel quarantine policies,JPN,,1583366400000.0,56ab6ae9-1cb1-4c07-9244-b2b6eb2f753b,2020-03-05,CHN-TB,1
international flight restrictions,SLE,,1593648000000.0,07f396f4-c545-11ea-861e-eeee0af42abe,2020-07-02,other,1
freedom of movement (nationality dependent),SWE,,1581897600000.0,346f128e-c5aa-11ea-8d36-eeee0af5624e,2020-02-17,CHN-MA,1
freedom of movement (nationality dependent),SWE,,1581897600000.0,458076c6-c5aa-11ea-8e97-eeee0af510b7,2020-02-17,CHN-HK,1
introduction of travel quarantine policies,CAN,,1585180800000.0,bd8bb870-6338-416e-9cf4-d9897fa8960c,2020-03-26,other,1
international flight restrictions,CAN,,1584835200000.0,72198499-7bfe-4a9d-a7f1-9697111bac9b,2020-03-22,CHN-HK,1
international flight restrictions,CAN,,1584835200000.0,01dc5058-ce68-4f3f-8903-b2359cff7c9a,2020-03-22,other,1
freedom of movement (nationality dependent),ARM,,1584316800000.0,a874c44e-c0f5-11ea-8abc-eeee0af72e81,2020-03-16,other,1
freedom of movement (nationality dependent),GUF,,1594771200000.0,c4444a58-c0e8-11ea-ab85-eeee0af72e81,2020-07-15,SUR,1
freedom of movement (nationality dependent),GUF,,1594771200000.0,cda26cc4-c0e8-11ea-8b5f-eeee0af496de,2020-07-15,BRA,1
introduction of travel quarantine policies,MUS,,1584662400000.0,c484b8ca-c4dc-11ea-bf00-eeee0af791a1,2020-03-20,other,1
international flight restrictions,PRY,,1583798400000.0,2df5e198-c4ed-11ea-9a14-eeee0af510b7,2020-03-10,all,1
international flight restrictions,OMN,,1584576000000.0,8497bb78-c076-11ea-a9d6-eeee0af469a3,2020-03-19,EGY,1
international flight restrictions,CYP,,1591660800000.0,e4a8b7e8-c2be-11ea-9e13-eeee0af46411,2020-06-09,GBR,0
freedom of movement (nationality dependent),FIN,,1592179200000.0,4799aa60-c2c4-11ea-974f-eeee0af46411,2020-06-15,other,0
international flight restrictions,CYP,,1591660800000.0,ea209ab0-c2be-11ea-bdfe-eeee0af50e94,2020-06-09,RUS,0
introduction of travel quarantine policies,FJI,,1590969600000.0,523becda-c2c4-11ea-9e00-eeee0af50e94,2020-06-01,other,1
international flight restrictions,OMN,,1584835200000.0,4f067161-996a-4217-80d3-de9710580a52,2020-03-22,other,1
international flight restrictions,CAN,,1589414400000.0,6880e3e6-c2b6-11ea-bc19-eeee0af6bfc5,2020-05-14,DEU,0
domestic flight restriction,BTN,,1590364800000.0,046f7f3a-c2bf-11ea-ac00-eeee0af6f646,2020-05-25,IND,0
international flight restrictions,PHL,,1580947200000.0,17e9f908-b3d7-414c-bb33-e9648e3464d2,2020-02-06,CHN-HK,1
introduction of travel quarantine policies,PRY,,1585612800000.0,d3c3af6e-c4ee-11ea-9dca-eeee0af791a1,2020-03-31,all,1
international flight restrictions,PHL,,1580601600000.0,b61b664f-d3f4-4d17-96e5-331d8fba2032,2020-02-02,CHN-HK,1
introduction of travel quarantine policies,PHL,,1580601600000.0,a022dbab-a0ff-4354-b9ec-42b9043f6a79,2020-02-02,CHN-HK,1
introduction of travel quarantine policies,PHL,,1580601600000.0,1af8970f-6206-4794-bf4a-97978521a393,2020-02-02,CHN-MA,1
international flight restrictions,PHL,,1580601600000.0,8a367674-2269-480a-8002-adc51b06cba4,2020-02-02,CHN-MA,1
introduction of travel quarantine policies,PHL,,1581033600000.0,5c2d681a-7c8f-4f98-a154-5fa671b64d78,2020-02-07,CHN-HK,1
introduction of travel quarantine policies,PHL,,1581033600000.0,551bf370-5207-41b3-8fb6-596c3e3da408,2020-02-07,CHN-MA,1
international flight restrictions,PHL,,1580947200000.0,f682025f-9ee5-4201-be9e-a8698b1c7bce,2020-02-06,CHN-MA,1
international flight restrictions,OMN,,1585094400000.0,9f6ac976-c077-11ea-9782-eeee0af65fde,2020-03-25,TUR,1
freedom of movement (nationality dependent),USA,,1584057600000.0,634b217e-c10e-11ea-8c18-eeee0af49f8d,2020-03-13,other,1
international flight restrictions,CPV,,1584403200000.0,5a31879a-09ed-49c6-8e05-d0cb3e4f33fe,2020-03-17,Europe,1
introduction of travel quarantine policies,PAK,,1585699200000.0,a61dadc0-c2e7-11ea-a12c-eeee0af42abe,2020-04-01,IRN,1
freedom of movement (nationality dependent),PHL,,1581292800000.0,f77bacf4-c629-11ea-a485-eeee0af76b9f,2020-02-10,other,1
domestic flight restriction,USA,USA-OK,1585440000000.0,6342d75d-953e-4ef9-a58d-c75a3e3525e5,2020-03-29,other,1
introduction of travel quarantine policies,USA,USA-OK,1585440000000.0,5198b67b-471e-4812-92e4-83a27b995cf3,2020-03-29,other,1
international flight restrictions,BEL,,1580256000000.0,3892480c-6fcf-40aa-81e5-2c36b2d07067,2020-01-29,CHN-HK,1
international flight restrictions,NGA,,1585353600000.0,d67a5874-c0e9-11ea-b3c6-eeee0af72e81,2020-03-28,all,1
introduction of travel quarantine policies,USA,,1584662400000.0,f933880e-c125-11ea-ab1a-eeee0af72e81,2020-03-20,other,1
international flight restrictions,CAN,,1584403200000.0,2c59434e-c2b7-11ea-a0f0-eeee0af46411,2020-03-17,other,1
international flight restrictions,ROU,,1583625600000.0,6719a236-c4f5-11ea-beab-eeee0af791a1,2020-03-08,other,1
introduction of travel quarantine policies,USA,USA-HI,1584748800000.0,f6942e68-c6b2-11ea-b6f9-eeee0af524cd,2020-03-21,all,1
introduction of travel quarantine policies,GBR,,1580169600000.0,8e24469b-574e-4bd1-8e59-dc2b32650ed2,2020-01-28,CHN-HK,1
introduction of travel quarantine policies,GBR,,1580169600000.0,8d733439-ad01-48a2-9809-61cda4d2122f,2020-01-28,CHN-MA,1
international flight restrictions,NGA,,1584662400000.0,c5f7879c-cb23-4d16-812b-9861e50b3769,2020-03-20,other,1
international flight restrictions,MLI,,1584489600000.0,74df5c79-7a05-4f79-b6a6-e0b1d05f0d09,2020-03-18,other,1
international flight restrictions,TJK,,1587600000000.0,3d2edd56-c0ea-11ea-97b0-eeee0af47818,2020-04-23,all,1
international flight restrictions,TKM,,1580428800000.0,7812905a-c551-11ea-a330-eeee0af791a1,2020-01-31,other,1
introduction of travel quarantine policies,USA,USA-Northern_Mariana_Islands,1586131200000.0,979b8798-9d8a-4aab-8673-336391d5c6a5,2020-04-06,USA-GU,1
international flight restrictions,UZB,,1584057600000.0,675e4263-d0df-4e10-bc20-5e4363765321,2020-03-13,GBR,1
introduction of travel quarantine policies,TZA,,1584921600000.0,85947d39-cffa-4810-b25b-1bbcc301bfa5,2020-03-23,other,1
international flight restrictions,NZL,,1586390400000.0,49f465c2-624b-4999-8478-1521d17bca34,2020-04-09,all,1
international flight restrictions,SAU,,1580947200000.0,21bb89a2-c0ef-11ea-bcd3-eeee0af47818,2020-02-06,CHN-TB,1
international flight restrictions,MAR,,1584057600000.0,31fabaa6-c4da-11ea-aa67-eeee0af510b7,2020-03-13,other,1
introduction of travel quarantine policies,SAU,,1580688000000.0,2f96a93a-c0ef-11ea-82cd-eeee0af70b85,2020-02-03,other,1
freedom of movement (nationality dependent),ERI,,1583020800000.0,305f2824-c2c0-11ea-9c68-eeee0af6bfc5,2020-03-01,CHN-TB,1
introduction of travel quarantine policies,USA,USA-NY,1585008000000.0,db4e82a4-2910-464a-82dd-4d6de072551a,2020-03-24,other,1
introduction of travel quarantine policies,USA,USA-NY,1585785600000.0,d5ba4152-d4a8-4dd7-b654-22c8206decbe,2020-04-02,other,1
international flight restrictions,RWA,,1584662400000.0,d85f2356-3946-4333-9f13-4f27333b170b,2020-03-20,all,1
freedom of movement (nationality dependent),ERI,,1583020800000.0,3c49f876-c2c0-11ea-bf17-eeee0af6bfc5,2020-03-01,KOR,1
freedom of movement (nationality dependent),LTU,,1584144000000.0,44bce2c2-c4da-11ea-8718-eeee0af42abe,2020-03-14,other,1
introduction of travel quarantine policies,TWN,,1584144000000.0,a44083ba-2b92-4744-992e-20fb6c2d2d5e,2020-03-14,CHN-MA,1
introduction of travel quarantine policies,TWN,,1584144000000.0,f0c29e69-21c9-4e1c-a58e-10e28596b87a,2020-03-14,CHN-HK,1
international flight restrictions,TWN,,1580428800000.0,ce9af0bd-18b1-4115-b27e-245f5fa2b047,2020-01-31,CHN-MA,1
international flight restrictions,TWN,,1580428800000.0,e30d99a3-0786-4a19-8a70-02b830a04bd4,2020-01-31,CHN-HK,1
freedom of movement (nationality dependent),USA,USA-DE,1585440000000.0,9d2a3f38-c5e6-11ea-878d-eeee0af42abe,2020-03-29,other,1
introduction of travel quarantine policies,USA,USA-TX,1585180800000.0,85170812-c704-11ea-8f37-eeee0af76b9f,2020-03-26,USA-CT,1
international flight restrictions,TJK,,1585612800000.0,2cb040f4-c0eb-11ea-bbf6-eeee0af47818,2020-03-31,all,1
freedom of movement (nationality dependent),HRV,,1593043200000.0,0120174c-c4d4-11ea-85f6-eeee0af5624e,2020-06-25,other,1
introduction of travel quarantine policies,COL,,1584316800000.0,58d419b9-9330-458e-a5cd-9ff5c824b6c6,2020-03-16,other,1
freedom of movement (nationality dependent),ERI,,1591488000000.0,614826c0-c2c0-11ea-a686-eeee0af50e94,2020-06-07,IRN,1
freedom of movement (nationality dependent),NZL,,1584489600000.0,9aeff0be-c4dd-11ea-a054-eeee0af42abe,2020-03-18,other,1
introduction of travel quarantine policies,ERI,,1583020800000.0,6ff85780-c2c0-11ea-bb1c-eeee0af46411,2020-03-01,CHN-TB,1
freedom of movement (nationality dependent),ROU,,1584748800000.0,269fca36-c4f6-11ea-a829-eeee0af510b7,2020-03-21,all,1
introduction of travel quarantine policies,USA,USA-TX,1585180800000.0,8a93ef9e-c704-11ea-9985-eeee0af51bc0,2020-03-26,USA-NJ,1
international flight restrictions,BGD,,1584144000000.0,422163e6-e589-4eb8-874a-c8c3cf5b93bc,2020-03-14,other,1
domestic flight restriction,AFG,,1585699200000.0,a182daf5-bee8-4b7b-b156-d1802350e936,2020-04-01,other,1
international flight restrictions,BGD,,1585526400000.0,58728df2-7a04-474b-955c-dfaa28d1ee5d,2020-03-30,all,1
domestic flight restriction,BGD,,1585094400000.0,7dc02b94-42df-448f-b744-474397bf5176,2020-03-25,other,1
domestic flight restriction,BGD,,1585526400000.0,c44fade3-2d0c-4911-9fa6-0428a5db5533,2020-03-30,other,1
international flight restrictions,SAU,,1580515200000.0,4645ec8a-c0f0-11ea-80d5-eeee0af70b85,2020-02-01,CHN-TB,1
international flight restrictions,MYS,,1591747200000.0,be42a188-c4dd-11ea-9be4-eeee0af5624e,2020-06-10,other,0
international flight restrictions,AZE,,1584316800000.0,4ec8a41a-c055-11ea-9561-eeee0af65fde,2020-03-16,RUS,1
international flight restrictions,BLZ,,1584921600000.0,ee928ffe-c2b9-11ea-8945-eeee0af46411,2020-03-23,all,1
international flight restrictions,RUS,,1583712000000.0,d03c7ca1-0fc1-4b2c-a93c-317eb5575573,2020-03-09,CHN-HK,1
international flight restrictions,BOL,,1585094400000.0,82042dae-c0eb-11ea-97c9-eeee0af47818,2020-03-25,all,1
domestic flight restriction,BLZ,,1584921600000.0,f7415b08-c2b9-11ea-aa12-eeee0af50e94,2020-03-23,all,1
introduction of travel quarantine policies,ERI,,1583020800000.0,7a9f7c9a-c2c0-11ea-b076-eeee0af6bfc5,2020-03-01,KOR,1
international flight restrictions,GRC,,1591056000000.0,5ecdcf34-c2c6-11ea-b1e3-eeee0af6ea14,2020-06-02,QAT,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,d7907022-c553-11ea-a0eb-eeee0af715ab,2020-06-22,AUS,1
introduction of travel quarantine policies,USA,USA-TX,1585180800000.0,9246f3f8-c704-11ea-a0cc-eeee0af51bc0,2020-03-26,other,1
international flight restrictions,FJI,,1585008000000.0,1afc2efd-6a43-47af-8b36-cfe8d2aed65c,2020-03-24,CHN-HK,1
introduction of travel quarantine policies,ERI,,1583020800000.0,8743d798-c2c0-11ea-88bd-eeee0af6f646,2020-03-01,other,1
international flight restrictions,USA,,1580428800000.0,d96f387e-c553-11ea-99d6-eeee0af791a1,2020-01-31,CHN-TB,1
introduction of travel quarantine policies,USA,USA-TX,1585180800000.0,99ff2b74-c704-11ea-837c-eeee0af524cd,2020-03-26,USA-LA,1
introduction of travel quarantine policies,USA,USA-RI,1585180800000.0,54ee86dd-d631-4379-a88d-c13e48888f10,2020-03-26,other,1
freedom of movement (nationality dependent),GTM,,1582588800000.0,9113f838-c2c6-11ea-855f-eeee0af6f646,2020-02-25,other,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,e42cd1ae-c553-11ea-80d2-eeee0af791a1,2020-06-22,CHN-MA,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,f5ba45d2-c553-11ea-b6a7-eeee0af510b7,2020-06-22,other,1
introduction of travel quarantine policies,USA,USA-TX,1585440000000.0,c720de68-c704-11ea-9599-eeee0af688fb,2020-03-29,USA-CA,1
international flight restrictions,MAR,,1584057600000.0,b3cf3fc4-bb94-11ea-94c5-eeee0af4f2f2,2020-03-13,ESP,1
international flight restrictions,DEU,,1584489600000.0,300f0af8-bb9d-11ea-8e18-eeee0af51462,2020-03-18,ESP,1
introduction of travel quarantine policies,MLT,,1582588800000.0,63ad22ca-bbb4-11ea-974f-eeee0af4f2f2,2020-02-25,ITA,1
introduction of travel quarantine policies,MEX,,1585180800000.0,2f54472c-bb89-11ea-a70b-eeee0af4f2f2,2020-03-26,other,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,1d42b2c4-c554-11ea-8ef5-eeee0af715ab,2020-06-22,BRN,1
introduction of travel quarantine policies,ROU,,1582588800000.0,c4fb8576-bb91-11ea-89b5-eeee0af6ddc5,2020-02-25,ITA,1
international flight restrictions,MAR,,1584057600000.0,c59a1c06-bb94-11ea-8e96-eeee0af6ddc5,2020-03-13,DZA,1
introduction of travel quarantine policies,ERI,,1583020800000.0,ab6e74de-c2c0-11ea-8fc3-eeee0af6f646,2020-03-01,ITA,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,27852064-c554-11ea-908d-eeee0af715ab,2020-06-22,VNM,1
international flight restrictions,MAR,,1584057600000.0,d4d15176-bb94-11ea-b2f6-eeee0af52065,2020-03-13,FRA,1
international flight restrictions,CIV,,1583884800000.0,6e21e308-bbaf-11ea-914c-eeee0af52065,2020-03-11,other,1
freedom of movement (nationality dependent),AUT,,1584316800000.0,78bd0d3d-408d-4cad-8a42-48e3465ef6df,2020-03-16,other,1
freedom of movement (nationality dependent),AUT,,1584403200000.0,309ca331-88c0-400f-a53b-cc8ad47a2104,2020-03-17,other,1
freedom of movement (nationality dependent),CYP,,1584230400000.0,f9394c83-0bee-4e41-964c-ed44b7578a79,2020-03-15,CYP,1
freedom of movement (nationality dependent),ERI,,1583020800000.0,c7cac7e0-c2c0-11ea-b18f-eeee0af6bfc5,2020-03-01,IRN,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,342927f2-c554-11ea-bd01-eeee0af510b7,2020-06-22,CHN-HK,1
freedom of movement (nationality dependent),GHA,,1588550400000.0,6e7d9795-9d22-4a87-8569-af4baf76c4a2,2020-05-04,all,1
international flight restrictions,COD,,1584662400000.0,fc9b0ea8-baa5-11ea-91ee-eeee0af6ddc5,2020-03-20,CHN-TB,1
freedom of movement (nationality dependent),USA,USA-Northern_Mariana_Islands,1580688000000.0,dee3297f-7296-4602-a136-7379d4813184,2020-02-03,CHN-TB,1
freedom of movement (nationality dependent),UZB,,1582848000000.0,a2f8e120-fe7b-417e-ae44-49a71cfe7bb1,2020-02-28,SAU,1
introduction of travel quarantine policies,ERI,,1583020800000.0,d0c9dae8-c2c0-11ea-b80d-eeee0af6f646,2020-03-01,IRN,1
international flight restrictions,LTU,,1586131200000.0,00141c98-c4db-11ea-819f-eeee0af42abe,2020-04-06,other,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,3fc0e0be-c554-11ea-8265-eeee0af510b7,2020-06-22,THA,1
introduction of travel quarantine policies,USA,USA-TX,1585440000000.0,db9903b6-c704-11ea-a2db-eeee0af69709,2020-03-29,other,1
freedom of movement (nationality dependent),PSE,,1588723200000.0,67109d34-f29a-4ce0-ab49-ea6d9c7feeaf,2020-05-06,all,1
international flight restrictions,COD,,1584662400000.0,37638146-baa6-11ea-8b73-eeee0af641f0,2020-03-20,FRA,1
freedom of movement (nationality dependent),SWE,,1584403200000.0,d7411c97-7cc9-4ff2-99df-750aa2424f3f,2020-03-17,other,1
freedom of movement (nationality dependent),BLZ,,1587772800000.0,954e7f92-c2ba-11ea-8437-eeee0af46411,2020-04-25,CHN-HK,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,4b2f2712-c554-11ea-8611-eeee0af715ab,2020-06-22,MNG,1
freedom of movement (nationality dependent),BLZ,,1583020800000.0,8548eeee-bb93-11ea-a193-eeee0af641f0,2020-03-01,CHN-HK,1
freedom of movement (nationality dependent),LAO,,1584057600000.0,5e4d9a41-319b-456b-a5b3-bf93ca34935c,2020-03-13,all,1
freedom of movement (nationality dependent),YEM,,1588377600000.0,76928544-a414-4fbf-a1de-7b9d0b5dba09,2020-05-02,other,1
international flight restrictions,COD,,1584662400000.0,40ff9668-baa6-11ea-8624-eeee0af4f2f2,2020-03-20,DEU,1
freedom of movement (nationality dependent),YEM,,1586476800000.0,9a9791a0-eafa-4b16-87b3-f7eb855b8e3d,2020-04-10,other,1
freedom of movement (nationality dependent),BLZ,,1587772800000.0,a01e66da-c2ba-11ea-8718-eeee0af6ea14,2020-04-25,CHN-TB,1
international flight restrictions,COD,,1584662400000.0,560e017a-baa6-11ea-a724-eeee0af6ddc5,2020-03-20,ITA,1
freedom of movement (nationality dependent),BLZ,,1583020800000.0,99c85c56-bb93-11ea-a803-eeee0af6ddc5,2020-03-01,CHN-TB,1
freedom of movement (nationality dependent),HRV,,1584057600000.0,ef97f01b-7cf6-48f4-b480-a5dec40b42be,2020-03-13,CHN-HK,1
freedom of movement (nationality dependent),AUS,,1585699200000.0,d66520f8-c1ca-11ea-887a-eeee0af7407c,2020-04-01,other,1
freedom of movement (nationality dependent),BLZ,,1587772800000.0,aab4cfbc-c2ba-11ea-bc5f-eeee0af6bfc5,2020-04-25,JPN,1
freedom of movement (nationality dependent),ISR,,1584403200000.0,f49695b4-77be-4683-9c68-36040c93d302,2020-03-17,other,1
freedom of movement (nationality dependent),ISR,,1581897600000.0,88976988-984b-4357-8f65-9970f9ca66f0,2020-02-17,CHN-MA,1
freedom of movement (nationality dependent),ISR,,1581897600000.0,20c66acd-e9cf-4787-a2f8-580a42b5d670,2020-02-17,CHN-HK,1
international flight restrictions,COD,,1584662400000.0,5ce809c8-baa6-11ea-8862-eeee0af6ddc5,2020-03-20,IRN,1
international flight restrictions,ROU,,1583625600000.0,d54c70d4-bb91-11ea-b29d-eeee0af4f2f2,2020-03-08,ITA,1
freedom of movement (nationality dependent),BLZ,,1583020800000.0,a67a300a-bb93-11ea-90ad-eeee0af4f2f2,2020-03-01,IRN,1
freedom of movement (nationality dependent),BLZ,,1587772800000.0,b8b238f2-c2ba-11ea-acf8-eeee0af50e94,2020-04-25,KOR,1
freedom of movement (nationality dependent),LTU,,1588550400000.0,48fbe904-c4db-11ea-a55a-eeee0af510b7,2020-05-04,other,0
freedom of movement (nationality dependent),TWN,,1592784000000.0,6430e638-c554-11ea-848d-eeee0af791a1,2020-06-22,NZL,0
international flight restrictions,PNG,,1580342400000.0,3754169c-c0ec-11ea-a639-eeee0af72e81,2020-01-30,all,1
freedom of movement (nationality dependent),GRC,,1584489600000.0,892b5118-c2c9-11ea-ad41-eeee0af46411,2020-03-18,other,0
freedom of movement (nationality dependent),TWN,,1592784000000.0,693c2afc-c554-11ea-9ca0-eeee0af715ab,2020-06-22,FJI,1
freedom of movement (nationality dependent),BLZ,,1587772800000.0,d47a79f0-c2ba-11ea-bcce-eeee0af50e94,2020-04-25,other,1
international flight restrictions,ALB,,1584316800000.0,3c28e836-007f-487e-a75e-ef24e0c86209,2020-03-16,GBR,1
international flight restrictions,ALB,,1583625600000.0,23cc443f-9578-4ff9-9ce0-42c66eda2eb5,2020-03-08,ITA,1
freedom of movement (nationality dependent),TWN,,1592784000000.0,a3b74a54-c554-11ea-994f-eeee0af791a1,2020-06-22,BTN,1
introduction of travel quarantine policies,USA,USA-TX,1585440000000.0,e5bea1b6-c704-11ea-a8e8-eeee0af76b9f,2020-03-29,USA-TX,1
freedom of movement (nationality dependent),VNM,,1579824000000.0,5249d22a-c713-11ea-8ad8-eeee0af51bc0,2020-01-24,other,1
introduction of travel quarantine policies,CHN,CHN-HK,1579737600000.0,36d85d85-5439-467e-84e6-8c1ef6ceb074,2020-01-23,CHN-HK,1
introduction of travel quarantine policies,CHN,CHN-HK,1579910400000.0,3bb24d60-d162-47d5-8cd1-53891baf8536,2020-01-25,CHN-HK,1
international flight restrictions,CHN,CHN-HK,1580169600000.0,df530517-7182-47c3-8966-1c1ca39f68d0,2020-01-28,CHN-HK,1
international flight restrictions,CHN,CHN-HK,1580860800000.0,dbacd857-4106-4f26-b342-faab33eaf10f,2020-02-05,CHN-HK,1
introduction of travel quarantine policies,ALB,,1583625600000.0,b7bee339-82e0-471a-8da7-b13c98b560bd,2020-03-08,ITA,1
domestic flight restriction,ZWE,,1584921600000.0,01363033-1946-4e3d-8e64-202cc0104719,2020-03-23,other,1
international flight restrictions,ZWE,,1584921600000.0,e88e5293-6047-4c29-acf1-43b554befc08,2020-03-23,all,1
introduction of travel quarantine policies,GBR,,1582070400000.0,5df137fc-c06b-11ea-a584-eeee0af7aca8,2020-02-19,other,1
introduction of travel quarantine policies,USA,USA-TX,1585440000000.0,f09d11e4-c704-11ea-a9c2-eeee0af688fb,2020-03-29,USA-LA,1
freedom of movement (nationality dependent),MLT,,1586131200000.0,6b48aeb4-c0e6-11ea-9ca8-eeee0af47818,2020-04-06,other,1
