type,country,state/province,epoch,even_id,date,value,restriction
introduction of travel quarantine policies,MYS,,1585612800000.0,fd759083-f40e-4c73-8530-6138c876763c,2020-03-31,na,1
economic impact,MYS,,1586131200000.0,0b4ffe96-9fd2-431e-9b26-dd17f8ea1d61,2020-04-06,na,1
economic impact,MYS,,1585699200000.0,218cf664-9766-4fe8-8759-5f8df84d3ede,2020-04-01,na,1
entertainment/cultural sector closure,MYS,,1586304000000.0,82947838-1671-43ea-a0b0-a29981e81681,2020-04-08,na,1
confinement,GHA,,1585526400000.0,f30d7728-1f43-43b3-a406-28c88e5d7b11,2020-03-30,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,MYS,,1584489600000.0,975b6601-f036-4d4f-9284-fa47531ff2bc,2020-03-18,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,MYS,,1586304000000.0,14c4a22d-af17-45e7-aa9a-5ccb3b4ab33c,2020-04-08,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,GHA,,1584921600000.0,ec9118dc-948c-46dc-ae1a-c44ac1e54d00,2020-03-23,Parks and public gardens,1
entertainment/cultural sector closure,MYS,,1584489600000.0,b41767a9-e127-4e39-a7cc-c1f3be183a9d,2020-03-18,Gyms and pools,1
entertainment/cultural sector closure,MYS,,1588204800000.0,c5a40a69-8459-49c9-9dd7-b1b62ceb8225,2020-04-30,Gyms and pools,1
entertainment/cultural sector closure,MYS,,1586304000000.0,5fdc6c53-6c83-45b3-a3db-4b4b62f939df,2020-04-08,Gyms and pools,1
entertainment/cultural sector closure,MYS,,1584489600000.0,eadfb7de-0514-429d-9957-80bfa7001a0a,2020-03-18,Churches,1
entertainment/cultural sector closure,MYS,,1588204800000.0,04a1c854-2a03-4046-af06-06fd51ad55c6,2020-04-30,Churches,1
entertainment/cultural sector closure,MYS,,1586304000000.0,476c2561-6371-4712-a1f7-4253af073f49,2020-04-08,Churches,1
school closure,MYS,,1584489600000.0,262a2294-da5e-4f6c-a762-5c4a03e4cef0,2020-03-18,All schools (general) closed,1
school closure,MYS,,1584489600000.0,2ea85118-0033-481f-a166-44969227256d,2020-03-18,Only schools (primary/secondary) closed,1
school closure,CYP,,1583971200000.0,07da9c22-3c7b-435a-9e03-9d9725f46c7a,2020-03-12,Only schools (primary/secondary) closed,1
school closure,GHA,,1584230400000.0,75fdcf03-7374-4dee-b4e7-510e053b3124,2020-03-15,Only schools (primary/secondary) closed,1
mass gatherings,GHA,,1584230400000.0,c9952106-ea38-4935-9834-a248dd3a21eb,2020-03-15,na,1
economic impact,MYS,,1585267200000.0,f7561beb-4985-4367-99ff-feaccfc379e1,2020-03-27,na,1
international flight restrictions,CYP,,1583884800000.0,8a549c75-1563-4a33-a225-08051de38d3f,2020-03-11,na,1
confinement,USA,USA-UT,1588291200000.0,9174c62a-bf94-11ea-bb46-eeee0af7852f,2020-05-01,Mandatory/advisedfor all the population,1
international flight restrictions,NGA,,1584489600000.0,671fb4ec-c0e4-11ea-83ca-eeee0af47818,2020-03-18,USA,1
confinement,USA,USA-MA,1585612800000.0,0d6804da-c0ea-11ea-9127-eeee0af47818,2020-03-31,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,THA,,1585699200000.0,c9ea51ea-c0ee-11ea-beef-eeee0af49f8d,2020-04-01,"Museums, theaters, cinema, libraries, festivities",1
school closure,BLZ,,1584662400000.0,c936ee64-c2b7-11ea-bb27-eeee0af6f646,2020-03-20,All schools (general) closed,1
work restrictions,CZE,,1584144000000.0,a7083548-c2bf-11ea-950e-eeee0af50e94,2020-03-14,Suggestion to work from home for non-essential workers,1
confinement,DEU,,1593561600000.0,7e5528f8-c2c5-11ea-a31e-eeee0af50e94,2020-07-01,Mandatory/advisedfor all the population,0
confinement,OMN,,1585699200000.0,1bdfa734-c2e8-11ea-8bff-eeee0af715ab,2020-04-01,Mandatory/advisedfor all the population,1
school closure,HRV,,1588809600000.0,ef206912-c4d2-11ea-be4d-eeee0af510b7,2020-05-07,na,0
freedom of movement (nationality dependent),LCA,,1593648000000.0,1caf8820-c4da-11ea-a763-eeee0af510b7,2020-07-02,ATG,0
confinement,MKD,,1584921600000.0,3c26d1ba-c4dd-11ea-aae5-eeee0af791a1,2020-03-23,Mandatory/advisedfor all the population,1
public transportation,ROU,,1594339200000.0,9d79296e-c4f5-11ea-b89e-eeee0af510b7,2020-07-10,Partial cancellation of routes/stops during the week/weekend,1
public services closure,SYR,,1584921600000.0,42eb35b2-c551-11ea-b015-eeee0af510b7,2020-03-23,na,1
international flight restrictions,SGP,,1580342400000.0,047801e6-c5b2-11ea-9c14-eeee0af42abe,2020-01-30,CHN,1
school closure,USA,USA-AZ,1583971200000.0,c905e24c-c5d7-11ea-ae52-eeee0af5624e,2020-03-12,Universities closed,1
confinement,USA,USA-NE,1586390400000.0,aa4076ca-c658-11ea-83de-eeee0af69709,2020-04-09,Mandatory/advisedfor all the population,1
introduction of travel quarantine policies,USA,USA-OK,1585353600000.0,b9f47f1a-c673-11ea-b5ec-eeee0af51bc0,2020-03-28,USA-LA,1
school closure,USA,USA-IA,1584230400000.0,233b4f3a-c6b5-11ea-9ec8-eeee0af51bc0,2020-03-15,All schools (general) closed,1
work restrictions,SVK,,1584316800000.0,b48f3ce0-d1c2-11ea-802f-eeee0af456f2,2020-03-16,Mandatory work from home enforcement for non-essential workers,1
confinement,BRB,,1585872000000.0,0359659c-d3cd-11ea-8e83-eeee0af7bc4e,2020-04-03,Mandatory/advisedfor all the population,1
mass gatherings,NGA,,1585180800000.0,0b2f8c19-f56c-4055-89b2-84c8e5d21d98,2020-03-26,30,1
entertainment/cultural sector closure,MYS,,1585094400000.0,59c99671-e736-45a0-86fc-fd7e9afbfa07,2020-03-25,Gyms and pools,1
entertainment/cultural sector closure,NGA,,1584403200000.0,f788aa95-84c6-488f-9e3c-6446fe5e9876,2020-03-17,"Museums, theaters, cinema, libraries, festivities",1
school closure,NGA,,1584662400000.0,718242f0-6399-448f-a184-ee0bc36257da,2020-03-20,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,MYS,,1584403200000.0,cf4277d7-fd8f-476b-a40e-6ace91e47d3e,2020-03-17,Churches,1
public transportation,NGA,,1584921600000.0,c8709f19-e729-4bae-80d8-55f9ab7aa431,2020-03-23,Total cancellation of transport (special case for some states in China),1
entertainment/cultural sector closure,NGA,,1584576000000.0,ad3a59f6-79f0-4abc-a003-34fd36c20e71,2020-03-19,Churches,1
introduction of travel quarantine policies,MYS,,1585612800000.0,f0fbbe62-7bb1-4207-993d-70597b220c8d,2020-03-31,CHN,1
work restrictions,NGA,,1585699200000.0,7c1adef7-46e5-4efe-b50e-dce1ff8b69df,2020-04-01,Mandatory work from home enforcement for non-essential workers,1
school closure,NGA,,1584921600000.0,a1bd0aca-cc36-417c-9680-3cce9e417200,2020-03-23,All schools (general) closed,1
mass gatherings,MLI,,1584489600000.0,3e4745c1-5e23-4214-89b0-2678368c2e5f,2020-03-18,na,1
international flight restrictions,NGA,,1583798400000.0,d8ec87e4-7e1e-44ac-959d-1803d0c6ec2d,2020-03-10,na,1
public transportation,MYS,,1588291200000.0,47bc89ad-c0ef-4048-8169-1622ca8a5757,2020-05-01,na,0
school closure,MLI,,1584489600000.0,9914e66d-0379-4ba7-af57-177f7f695fc3,2020-03-18,All schools (general) closed,1
school closure,NGA,,1584576000000.0,556ed21f-f207-431e-a9d5-b92a22cd7f38,2020-03-19,Only schools (primary/secondary) closed,1
confinement,MYS,,1588291200000.0,a81ebe85-2bf9-4303-91f4-a01cf6665a36,2020-05-01,na,0
economic impact,MYS,,1588550400000.0,02642937-0982-4218-9c70-3b9c92440846,2020-05-04,na,1
economic impact,MYS,,1586563200000.0,f7da8836-8bb5-4507-ae20-409e82a60e11,2020-04-11,na,1
economic impact,MYS,,1585180800000.0,ab9ddde8-1901-4b84-9f83-ed6eeb1577df,2020-03-26,na,1
mass gatherings,NGA,,1585008000000.0,a16e522d-0093-401c-bc03-f15a343d356c,2020-03-24,30,1
mass gatherings,NGA,,1593820800000.0,02130c80-0138-4f5e-a3c7-8cdc35f8e253,2020-07-04,20,1
mass gatherings,NGA,,1591315200000.0,9566ed21-da0a-4382-8dd3-b66b6f8b9d56,2020-06-05,20,1
entertainment/cultural sector closure,MYS,,1585094400000.0,9b2be2cd-a9e9-4ad0-8afe-7bd09d18861e,2020-03-25,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,NGA,,1584748800000.0,f6527deb-b203-4bff-b555-5a8a351331aa,2020-03-21,Churches,1
school closure,NGA,,1585267200000.0,d0c27afd-730d-4c1a-9d91-ca77e3ad9dae,2020-03-27,Only schools (primary/secondary) closed,1
mass gatherings,NGA,,1585612800000.0,46ee5b96-684d-43e6-921c-03e87f6c84e8,2020-03-31,50,1
mass gatherings,NGA,,1585440000000.0,73181629-a693-4bac-809e-a29c65650fd1,2020-03-29,5,1
mass gatherings,NGA,,1584662400000.0,1938f6f9-8dd3-458b-9802-e67a9d7e9172,2020-03-20,20,1
entertainment/cultural sector closure,NGA,,1584489600000.0,1bfb7482-7d78-4c1e-b6f2-3fb061f5383d,2020-03-18,"Bars, restaurants, night clubs",1
confinement,NGA,,1599091200000.0,cdb505f8-6fc5-4b6b-8cc8-58b5d8049011,2020-09-03,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,NGA,,1591315200000.0,1a138d9b-bbf0-4faf-8c1f-1637b15b0a61,2020-06-05,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,NGA,,1588723200000.0,f0462e22-fc0d-47ca-99f0-5576cd9ed514,2020-05-06,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,NGA,,1588723200000.0,9751c2c8-8baa-4abc-b28d-a5642e00afa6,2020-05-06,Churches,1
entertainment/cultural sector closure,USA,USA-UT,1583971200000.0,a581642a-bf94-11ea-90df-eeee0af7a662,2020-03-12,na,1
international flight restrictions,NGA,,1584489600000.0,af812266-c0e4-11ea-962f-eeee0af47818,2020-03-18,KOR,1
confinement,LBY,,1586908800000.0,028b6fe8-c0ef-11ea-9524-eeee0af70b85,2020-04-15,Mandatory/advisedfor all the population,1
domestic flight restriction,USA,,1584144000000.0,53f447be-c127-11ea-8974-eeee0af49f8d,2020-03-14,na,1
entertainment/cultural sector closure,CAN,,1584403200000.0,03bd9966-c2b8-11ea-ad97-eeee0af6f646,2020-03-17,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,DEU,,1590969600000.0,e7d55844-c2bf-11ea-820f-eeee0af6ea14,2020-06-01,na,1
freedom of movement (nationality dependent),GHA,,1583366400000.0,8cc8dd94-c2c5-11ea-a44b-eeee0af6bfc5,2020-03-05,na,1
entertainment/cultural sector closure,IRL,,1592870400000.0,64fb86d6-c2e8-11ea-b5cd-eeee0af791a1,2020-06-23,na,1
entertainment/cultural sector closure,GBR,,1589673600000.0,f4bb0a8a-c4d2-11ea-bd7e-eeee0af5624e,2020-05-17,Parks and public gardens,0
freedom of movement (nationality dependent),LCA,,1593648000000.0,24b5ebfe-c4da-11ea-a9c5-eeee0af715ab,2020-07-02,GRD,0
freedom of movement (nationality dependent),NGA,,1585094400000.0,436c300a-c4dd-11ea-8592-eeee0af791a1,2020-03-25,na,1
freedom of movement (nationality dependent),ROU,,1583971200000.0,c982e0fe-c4f5-11ea-81b7-eeee0af42abe,2020-03-12,SRB,1
entertainment/cultural sector closure,MMR,,1584057600000.0,9a68d2d4-c5b2-11ea-96a4-eeee0af791a1,2020-03-13,"Museums, theaters, cinema, libraries, festivities",1
introduction of travel quarantine policies,USA,USA-NJ,1585353600000.0,c34309d0-c5e5-11ea-af71-eeee0af42abe,2020-03-28,USA-NJ,1
introduction of travel quarantine policies,USA,USA-NE,1592438400000.0,f9a5ce18-c658-11ea-a658-eeee0af688fb,2020-06-18,na,1
entertainment/cultural sector closure,USA,USA-OK,1583884800000.0,ce5fd382-c673-11ea-be25-eeee0af76b9f,2020-03-11,na,1
school closure,USA,USA-IA,1587081600000.0,31f0bbd2-c6b5-11ea-9605-eeee0af524cd,2020-04-17,All schools (general) closed,1
state of emergency (legal impact),USA,USA-FL,1583712000000.0,07283d7a-c6de-11ea-89d3-eeee0af688fb,2020-03-09,na,1
entertainment/cultural sector closure,ZAF,,1584230400000.0,ec1204c8-c6f4-11ea-8b15-eeee0af69709,2020-03-15,na,1
entertainment/cultural sector closure,USA,USA-TX,1585699200000.0,46252b8e-c709-11ea-b820-eeee0af688fb,2020-04-01,na,1
freedom of movement (nationality dependent),VNM,,1584835200000.0,4fb1149e-c711-11ea-a25c-eeee0af688fb,2020-03-22,na,1
freedom of movement (nationality dependent),LTU,,1589500800000.0,3534ba12-c4dc-11ea-b32a-eeee0af5624e,2020-05-15,other,1
entertainment/cultural sector closure,SVK,,1586304000000.0,e4a9c256-d1c2-11ea-97e7-eeee0af76969,2020-04-08,"Bars, restaurants, night clubs",1
freedom of movement (nationality dependent),BWA,,1585008000000.0,b9f3d376-d578-11ea-8336-eeee0af7bc4e,2020-03-24,all,1
economic impact,KEN,,1578096000000.0,57e0fbef-ac64-45ad-ade4-afb3569840ea,2020-01-04,Industrial production,1
school closure,MUS,,1584489600000.0,25757cd1-5b1c-4b2a-ab86-0a2dc5424f24,2020-03-18,Universities closed,1
entertainment/cultural sector closure,MCO,,1584144000000.0,10eb6bf7-7106-4dc0-b7b2-a03a9cbfec40,2020-03-14,Parks and public gardens,1
entertainment/cultural sector closure,KEN,,1584230400000.0,d3a29ec4-7f25-4a6a-8ae9-f7a0445d4d4e,2020-03-15,Churches,1
mass gatherings,KEN,,1584662400000.0,f6c82b11-ca32-4ad8-aa9e-7aab0f4f140f,2020-03-20,15,1
public services closure,USA,USA-Northern_Mariana_Islands,1584403200000.0,9f36e8ea-6c95-4c17-9839-5bd26798b055,2020-03-17,Government/parliament system,1
entertainment/cultural sector closure,KEN,,1584230400000.0,0cf1e7c9-7fd4-450a-bb1b-d53af7a2ae06,2020-03-15,"Bars, restaurants, night clubs",1
school closure,KEN,,1584230400000.0,3dada2d3-54df-4fa7-90d7-fb9ff952ab96,2020-03-15,All schools (general) closed,1
school closure,USA,USA-Northern_Mariana_Islands,1584403200000.0,8345aaa0-0431-46f6-a733-a40d4d3afd0b,2020-03-17,Only schools (primary/secondary) closed,1
school closure,MUS,,1584489600000.0,8d0321cc-4ec9-4628-bba9-9918f860e258,2020-03-18,Only schools (primary/secondary) closed,1
confinement,KEN,,1584057600000.0,e8e2f071-a65f-4606-af5a-375832de3895,2020-03-13,na,1
school closure,KEN,,1584662400000.0,d7234656-da5f-4c39-8647-72c34ad13192,2020-03-20,All schools (general) closed,1
school closure,MCO,,1584144000000.0,921fd2da-9a50-419c-bc12-ac2e554437e3,2020-03-14,Only schools (primary/secondary) closed,1
introduction of travel quarantine policies,KEN,,1584230400000.0,5604d519-4c72-4648-b053-88303668546d,2020-03-15,na,1
international flight restrictions,UZB,,1584057600000.0,9c015eb4-2bcc-4ae5-b493-c44eb16ecc22,2020-03-13,FRA,1
international flight restrictions,UZB,,1584057600000.0,e0fcbb98-92b0-447b-85fe-bd6fbcd5d8dc,2020-03-13,ESP,1
confinement,KEN,,1584230400000.0,6596c7c3-d1c3-44ef-8558-c15bb68c69e9,2020-03-15,na,1
mass gatherings,KEN,,1584230400000.0,f2dbe625-4c66-4e1b-a896-f3577a423204,2020-03-15,na,1
entertainment/cultural sector closure,KEN,,1584230400000.0,579c986a-2d2e-4195-804d-0ff144182c37,2020-03-15,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,MUS,,1585612800000.0,dd05d7b0-c063-434b-9dd7-a8f9e9bd42e4,2020-03-31,"Museums, theaters, cinema, libraries, festivities",1
contact tracing,KEN,,1584835200000.0,37184131-ddfa-4840-90be-8aca7ce02c4d,2020-03-22,na,1
confinement,MUS,,1585008000000.0,70a9af49-3c28-4fe9-83b2-401e89847bf5,2020-03-24,na,1
contact tracing,MYS,,1583884800000.0,388e30c8-bfb2-11ea-b1db-eeee0af68e4f,2020-03-11,Tracing contacts of a person who needs to be isolated as was in contact with a confirmed patient through electronic information,1
state of emergency (legal impact),PSE,,1583366400000.0,562cca62-95a7-464d-8ffa-67161fc091a3,2020-03-05,na,1
confinement,CAN,,1585094400000.0,b9442154-c0e4-11ea-a9a4-eeee0af70b85,2020-03-25,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,TJK,,1587600000000.0,47ddc546-c0ea-11ea-86ce-eeee0af49f8d,2020-04-23,Churches,1
entertainment/cultural sector closure,THA,,1584316800000.0,02b1bf86-c0ef-11ea-b01a-eeee0af49f8d,2020-03-16,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,,1583971200000.0,aa2fe6ec-c127-11ea-8a5c-eeee0af70b85,2020-03-12,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,CAN,,1583020800000.0,88bb26ce-c2b8-11ea-b095-eeee0af6f646,2020-03-01,"Museums, theaters, cinema, libraries, festivities",1
confinement,ERI,,1587600000000.0,e9a414d0-c2bf-11ea-b1cd-eeee0af6f646,2020-04-23,Mandatory/advisedfor all the population,1
economic impact,GRC,,1585699200000.0,b7287bd0-c2c5-11ea-8575-eeee0af46411,2020-04-01,na,1
public services closure,PAK,,1585094400000.0,67094940-c2e8-11ea-9b35-eeee0af5624e,2020-03-25,na,1
economic impact,IND,,1585180800000.0,8edd571c-c4d3-11ea-83d0-eeee0af715ab,2020-03-26,na,1
freedom of movement (nationality dependent),LCA,,1593648000000.0,2c154458-c4da-11ea-8f79-eeee0af510b7,2020-07-02,GUY,0
school closure,MYS,,1593129600000.0,47105db2-c4dd-11ea-9ff9-eeee0af791a1,2020-06-26,All schools (general) closed,0
mass gatherings,NAM,,1592784000000.0,d20b9f0e-c4f5-11ea-ad52-eeee0af791a1,2020-06-22,250,1
confinement,SYR,,1584921600000.0,beeb4fe4-c551-11ea-8698-eeee0af715ab,2020-03-23,Mandatory/advisedfor all the population,1
freedom of movement (nationality dependent),MMR,,1584576000000.0,a4fc1a94-c5b2-11ea-aa3d-eeee0af791a1,2020-03-19,na,1
entertainment/cultural sector closure,USA,USA-CT,1589932800000.0,1272363e-c5e6-11ea-8c9b-eeee0af791a1,2020-05-20,"Museums, theaters, cinema, libraries, festivities",0
mass gatherings,USA,USA-NE,1592179200000.0,1b759348-c659-11ea-af17-eeee0af76b9f,2020-06-15,na,1
introduction of travel quarantine policies,PSE,,1588723200000.0,f5edb2f5-eee2-481e-8409-45c4b8050c35,2020-05-06,FRA,1
introduction of travel quarantine policies,TUR,,1579824000000.0,9febf752-17ec-44b9-a4ef-f1988ebdad00,2020-01-24,CHN,1
international flight restrictions,TUR,,1580515200000.0,da735004-a95f-47ae-bdb7-9ee1afb1f7ad,2020-02-01,CHN,1
international flight restrictions,TUR,,1582416000000.0,170cecbd-d427-406e-b80d-c30e286a7826,2020-02-23,IRN,1
international flight restrictions,TUR,,1582934400000.0,990e3d07-2fad-420f-8ff8-3831d4dcbd9a,2020-02-29,IRQ,1
international flight restrictions,TUR,,1582934400000.0,ea43155d-54a6-4933-b2e0-d1cd20e168af,2020-02-29,KOR,1
international flight restrictions,TUR,,1582934400000.0,28a94a85-daa0-4076-a105-48b668b81d93,2020-02-29,ITA,1
school closure,TUR,,1583971200000.0,8e7ce92e-17ad-4889-bb08-43742d41a287,2020-03-12,Universities closed,1
entertainment/cultural sector closure,TUR,,1584748800000.0,7ced79e7-0ff1-4855-95c5-87b31759cf60,2020-03-21,Gyms and pools,1
school closure,TUR,,1585180800000.0,34101002-6686-4ecc-b0b3-2a108ca53717,2020-03-26,Universities closed,1
entertainment/cultural sector closure,MCO,,1584144000000.0,c76d02a7-9ffb-401c-b8ef-d72915ad1e89,2020-03-14,Gyms and pools,1
confinement,TUR,,1585872000000.0,56e7ab71-06cd-4042-9714-61ad84b41931,2020-04-03,na,1
introduction of travel quarantine policies,PSE,,1588723200000.0,5022ec16-e433-4c15-b8ca-87a08c622f06,2020-05-06,na,1
school closure,TUR,,1583971200000.0,410ce41d-7993-4a6f-971b-90554d9c0d33,2020-03-12,All schools (general) closed,1
entertainment/cultural sector closure,TUR,,1584576000000.0,929b7639-98b0-4001-9140-92c2f10c65f7,2020-03-19,Churches,1
public services closure,TUR,,1584057600000.0,b54399ca-b8bc-4914-a793-4d4d6f04f288,2020-03-13,Government/parliament system,1
school closure,TUR,,1584316800000.0,07b7b459-b779-4721-85d4-15e9e684c54f,2020-03-16,All schools (general) closed,1
school closure,TUR,,1585094400000.0,aea31218-b8bd-495c-b67f-d6b56b020309,2020-03-25,All schools (general) closed,1
school closure,TUR,,1584921600000.0,5fd8a827-8e84-4850-bca9-cbc918e7baf2,2020-03-23,Only schools (primary/secondary) closed,1
school closure,TUR,,1588550400000.0,24e53899-2ebc-46a7-be1f-fe4336a4f5cb,2020-05-04,Only schools (primary/secondary) closed,1
economic impact,TUR,,1584489600000.0,6a925768-1770-4689-a012-e652ad1f0a5c,2020-03-18,Industrial production,1
public transportation,TUR,,1582934400000.0,72f0dbbe-bde1-413d-8efe-c3702239345b,2020-02-29,na,1
confinement,TUR,,1584057600000.0,4dd07086-c788-4d21-9036-9a3ed9fda698,2020-03-13,na,1
public transportation,TUR,,1585008000000.0,d01685ee-08ae-484b-8fea-498b3e210610,2020-03-24,na,1
entertainment/cultural sector closure,TUR,,1584230400000.0,e9834d79-12a2-4b53-a760-72b2f5a9b091,2020-03-15,"Bars, restaurants, night clubs",1
confinement,TUR,,1588464000000.0,727ece29-e750-427a-b529-c752478922b3,2020-05-03,na,1
confinement,TUR,,1584748800000.0,49ab179f-b659-4af0-b8d8-38b2daaf9627,2020-03-21,Mandatory/advised for people at risk,1
economic impact,TUR,,1584489600000.0,13ec9815-3cc7-4819-afa2-0109394e51b9,2020-03-18,Unemployment rate,1
entertainment/cultural sector closure,TUR,,1584316800000.0,65dcf3e9-bad6-49b3-ba66-70a52075e325,2020-03-16,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,TUR,,1584748800000.0,c6e8f066-5cb7-42fc-9c2a-3bec7ba8a570,2020-03-21,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,TUR,,1583971200000.0,dd7b268b-6e0f-43d9-9d27-9b1f63348b34,2020-03-12,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,TUR,,1584230400000.0,950af1ce-ad1c-4c2b-a8f5-6ac615eaa7d9,2020-03-15,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,TUR,,1584576000000.0,3ada89f3-2918-4836-8028-3b5f08055f30,2020-03-19,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,TUR,,1584748800000.0,910a89d4-1381-4c1b-b91b-a3a6e6ce4d2a,2020-03-21,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,TUR,,1584921600000.0,60625463-0869-41e0-843a-a6d081a86cbf,2020-03-23,"Museums, theaters, cinema, libraries, festivities",1
state of emergency (legal impact),USA,USA-WA,1583798400000.0,6e732013-28d1-4107-ad38-712f4ba76de8,2020-03-10,na,1
state of emergency (legal impact),USA,USA-WA,1582934400000.0,6ab478cb-a6e3-456c-bcc0-59ec3a2b1450,2020-02-29,na,1
state of emergency (legal impact),USA,USA-WA,1583193600000.0,a47009ff-065c-4269-bf85-45ab2a6ce546,2020-03-03,na,1
state of emergency (legal impact),FIN,,1584316800000.0,bde25720-e304-494f-8007-a6f10dc6e2f7,2020-03-16,na,1
state of emergency (legal impact),MAR,,1584662400000.0,806e192b-0476-4987-913e-f3430d2193e8,2020-03-20,na,1
state of emergency (legal impact),MAR,,1587168000000.0,6a2357ad-d1db-4eb6-8faf-844cf54e36c0,2020-04-18,na,1
state of emergency (legal impact),USA,USA-MD,1584230400000.0,5b460807-bbdc-4cb6-8598-7ceb37d99f7d,2020-03-15,na,1
state of emergency (legal impact),SVK,,1583452800000.0,17a73097-8a8f-4bed-819c-2ec37bd9667f,2020-03-06,na,1
state of emergency (legal impact),BWA,,1585785600000.0,b96b7458-1956-4374-afd3-1624ea4820c3,2020-04-02,na,1
state of emergency (legal impact),USA,USA-SC,1584057600000.0,c3cd9b64-91a6-4a29-993e-b41d50712c86,2020-03-13,na,1
state of emergency (legal impact),USA,USA-PR,1583971200000.0,de86084c-8a56-4f16-aecc-36ae159c9e06,2020-03-12,na,1
state of emergency (legal impact),USA,USA-MI,1583798400000.0,7c9cd713-736a-4863-bda9-78d71a332c43,2020-03-10,na,1
state of emergency (legal impact),USA,USA-MI,1586217600000.0,64b66bb0-7a39-4bce-9d23-ff6a1c5d1170,2020-04-07,na,1
state of emergency (legal impact),DEU,,1584316800000.0,dadd4e7e-22dd-4220-b489-0f5c15370fb6,2020-03-16,na,1
state of emergency (legal impact),BGR,,1584057600000.0,98f34435-0186-4c6d-a329-5f84bb96882e,2020-03-13,na,1
state of emergency (legal impact),PAK,,1583971200000.0,b511471e-aec1-4b10-844b-395a5eae66c4,2020-03-12,na,1
state of emergency (legal impact),PAK,,1584144000000.0,7d59523f-c532-437d-abdc-b90c2679102f,2020-03-14,na,1
state of emergency (legal impact),PAK,,1585008000000.0,55e5fb78-cd4b-499a-86b7-7c01b39f5e77,2020-03-24,na,1
state of emergency (legal impact),USA,USA-AR,1584489600000.0,d50d0896-4598-4f1e-b8b3-934a892cdf87,2020-03-18,na,1
state of emergency (legal impact),USA,USA-AR,1583884800000.0,eb698b88-8959-4a8c-bde7-8e93834a0c36,2020-03-11,na,1
state of emergency (legal impact),USA,USA-WA,1583884800000.0,627c9459-9377-4fc4-a63d-b8b2c1756133,2020-03-11,National guard joins the law enforcement,1
school closure,USA,USA-WA,1583712000000.0,28afab1d-4c3b-47cb-9d83-558a0b336269,2020-03-09,Universities closed,1
entertainment/cultural sector closure,USA,USA-WA,1584230400000.0,7a7fe5e0-8f7b-4cce-a632-2d65768aefc6,2020-03-15,"Bars, restaurants, night clubs",1
work restrictions,USA,USA-WA,1583280000000.0,4f953ffe-fdb7-4c9e-b58c-733d9fbc0227,2020-03-04,Suggestion to work from home for non-essential workers,1
school closure,USA,USA-WA,1584057600000.0,f10bb486-2ae7-4661-9d5d-889ddd47811d,2020-03-13,All schools (general) closed,1
school closure,USA,USA-WA,1583798400000.0,f6e8d79c-a3d0-4487-afc3-e330c29af880,2020-03-10,Only schools (primary/secondary) closed,1
mass gatherings,USA,USA-WA,1583884800000.0,552d88a0-3406-434b-b826-74a1ea71b4fd,2020-03-11,250,1
changes in prison-related policies,USA,USA-WA,1586390400000.0,4258f3c6-f014-44cb-916f-83c97ba65030,2020-04-09,na,1
mass gatherings,USA,USA-WA,1584230400000.0,583b5282-20fb-4947-9404-1ea4868ba463,2020-03-15,50,1
confinement,GRD,,1587340800000.0,f3bece25-7886-48c6-a06d-43852b62c885,2020-04-20,na,1
introduction of travel quarantine policies,PSE,,1583452800000.0,4cebf253-fc68-4144-b62c-34431826b56a,2020-03-06,USA,1
introduction of travel quarantine policies,PSE,,1585785600000.0,3c04e950-326b-41c5-8156-e9ff3711f696,2020-04-02,ISR,1
confinement,USA,USA-WA,1584921600000.0,d05ee344-3f2c-48c7-9844-f697557ec705,2020-03-23,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,GRD,,1585094400000.0,1329a90f-e37a-47f8-a333-0063e6032a61,2020-03-25,"Bars, restaurants, night clubs",1
international flight restrictions,BRA,,1588723200000.0,6a739d4f-10b6-483e-846d-b5f241e79cfe,2020-05-06,CHN-TB,1
state of emergency (legal impact),USA,USA-NC,1583798400000.0,d9effa93-61d8-4189-8706-a872ab8e6879,2020-03-10,na,1
